lead_id,provider_id,q,distance_km,urgency,zone,reason
L01895,P0079,0.44479451969207223,0.0,none,Z21,"q=0.44, 0.0km"
L01902,P0039,0.6967959083236053,0.0,none,Z19,"q=0.70, 0.0km"
L01902,P0191,0.6473862214899472,0.0,none,Z19,"q=0.65, 0.0km"
L01902,P0025,0.5244234497319715,2.23606797749979,none,Z19,"q=0.52, 2.2km"
L01911,P0069,0.6161628249126297,0.0,none,Z15,"q=0.62, 0.0km"
L01911,P0108,0.6025776756537369,0.0,none,Z15,"q=0.60, 0.0km"
L01911,P0075,0.5790046691909067,0.0,none,Z15,"q=0.58, 0.0km"
L01917,P0173,0.634946668325961,0.0,none,Z22,"q=0.63, 0.0km"
L01917,P0042,0.5167481949145302,0.0,none,Z22,"q=0.52, 0.0km"
L01917,P0190,0.45642929533614396,3.0,none,Z22,"q=0.46, 3.0km"
L01943,P0215,0.4717006634753975,0.0,none,Z09,"q=0.47, 0.0km"
L01943,P0110,0.4572851770901068,0.0,none,Z09,"q=0.46, 0.0km"
L01943,P0135,0.3373950386833179,2.0,none,Z09,"q=0.34, 2.0km"
L01964,P0190,0.6248909531647057,0.0,deadline,Z21,"q=0.62, 0.0km, priority lead"
L01964,P0183,0.5284132377795688,0.0,deadline,Z21,"q=0.53, 0.0km, priority lead"
L01964,P0007,0.47456680831840237,0.0,deadline,Z21,"q=0.47, 0.0km, priority lead"
L01988,P0180,0.6227583835072996,0.0,deadline,Z29,"q=0.62, 0.0km, priority lead"
L01988,P0023,0.41883406739908047,3.605551275463989,deadline,Z29,"q=0.42, 3.6km, priority lead"
L01988,P0178,0.3878260397323399,3.605551275463989,deadline,Z29,"q=0.39, 3.6km, priority lead"
L02011,P0027,0.7186379806383855,0.0,emergency,Z25,"q=0.72, 0.0km, priority lead"
L02011,P0165,0.6239450170820259,0.0,emergency,Z25,"q=0.62, 0.0km, priority lead"
L02011,P0089,0.45150782807529893,0.0,emergency,Z25,"q=0.45, 0.0km, priority lead"
L02014,P0194,0.6277994942961139,0.0,none,Z29,"q=0.63, 0.0km"
L02014,P0199,0.3959129654882511,0.0,none,Z29,"q=0.40, 0.0km"
L02014,P0097,0.16432445410493035,6.4031242374328485,none,Z29,"q=0.16, 6.4km"
L02051,P0086,0.7216837443776385,2.23606797749979,deadline,Z02,"q=0.72, 2.2km, priority lead"
L02051,P0035,0.7109921973168336,0.0,deadline,Z02,"q=0.71, 0.0km, priority lead"
L02051,P0187,0.5105525344328283,4.242640687119285,deadline,Z02,"q=0.51, 4.2km, priority lead"
L02067,P0094,0.6307264526384626,0.0,deadline,Z27,"q=0.63, 0.0km, priority lead"
L02067,P0023,0.47502380278239165,4.123105625617661,deadline,Z27,"q=0.48, 4.1km, priority lead"
L02067,P0178,0.4430020060831454,4.123105625617661,deadline,Z27,"q=0.44, 4.1km, priority lead"
L02076,P0219,0.7436218926753232,0.0,emergency,Z28,"q=0.74, 0.0km, priority lead"
L02076,P0079,0.48911120945350445,2.8284271247461903,emergency,Z28,"q=0.49, 2.8km, priority lead"
L02076,P0199,0.4058051346066382,3.605551275463989,emergency,Z28,"q=0.41, 3.6km, priority lead"
L02100,P0064,0.5164205892821162,4.123105625617661,none,Z11,"q=0.52, 4.1km"
L02100,P0164,0.46909861996948826,4.123105625617661,none,Z11,"q=0.47, 4.1km"
L02100,P0217,0.46905324608462967,3.1622776601683795,none,Z11,"q=0.47, 3.2km"
L02123,P0209,0.7952795638985493,0.0,deadline,Z24,"q=0.80, 0.0km, priority lead"
L02123,P0134,0.7817226332946992,0.0,deadline,Z24,"q=0.78, 0.0km, priority lead"
L02123,P0088,0.7806376449254315,0.0,deadline,Z24,"q=0.78, 0.0km, priority lead"
L02143,P0086,0.7554972956599956,0.0,deadline,Z03,"q=0.76, 0.0km, priority lead"
L02143,P0187,0.6199951347000762,2.23606797749979,deadline,Z03,"q=0.62, 2.2km, priority lead"
L02143,P0090,0.5585299174781629,4.0,deadline,Z03,"q=0.56, 4.0km, priority lead"
L02202,P0075,0.7637082435608264,0.0,deadline,Z15,"q=0.76, 0.0km, priority lead"
L02202,P0202,0.7285530374560042,0.0,deadline,Z15,"q=0.73, 0.0km, priority lead"
L02202,P0069,0.6496539903456424,0.0,deadline,Z15,"q=0.65, 0.0km, priority lead"
L02222,P0200,0.6830666811897227,0.0,none,Z11,"q=0.68, 0.0km"
L02222,P0168,0.5852028554399731,0.0,none,Z11,"q=0.59, 0.0km"
L02222,P0043,0.4269462431340129,0.0,none,Z11,"q=0.43, 0.0km"
L02234,P0153,0.6281556849800054,0.0,none,Z09,"q=0.63, 0.0km"
L02234,P0188,0.5897282601128065,2.0,none,Z09,"q=0.59, 2.0km"
L02234,P0166,0.5530086684720497,2.0,none,Z09,"q=0.55, 2.0km"
L02241,P0035,0.2892555588073706,4.123105625617661,none,Z18,"q=0.29, 4.1km"
L02241,P0057,0.16836798286071314,1.4142135623730951,none,Z18,"q=0.17, 1.4km"
L02241,P0191,0.16053714320516926,4.123105625617661,none,Z18,"q=0.16, 4.1km"
L02259,P0129,0.6507746290317047,0.0,deadline,Z20,"q=0.65, 0.0km, priority lead"
L02259,P0192,0.591679873447867,2.23606797749979,deadline,Z20,"q=0.59, 2.2km, priority lead"
L02259,P0191,0.3775175871423324,2.23606797749979,deadline,Z20,"q=0.38, 2.2km, priority lead"
L02276,P0160,0.6550600710599762,0.0,emergency,Z30,"q=0.66, 0.0km, priority lead"
L02276,P0063,0.5997454618543444,0.0,emergency,Z30,"q=0.60, 0.0km, priority lead"
L02276,P0207,0.5508719680327371,0.0,emergency,Z30,"q=0.55, 0.0km, priority lead"
L02297,P0169,0.7295321511615835,0.0,deadline,Z01,"q=0.73, 0.0km, priority lead"
L02297,P0032,0.6225523865067374,2.23606797749979,deadline,Z01,"q=0.62, 2.2km, priority lead"
L02297,P0163,0.537595331022751,7.211102550927978,deadline,Z01,"q=0.54, 7.2km, priority lead"
L02305,P0119,0.830760887471192,0.0,none,Z04,"q=0.83, 0.0km"
L02305,P0073,0.7648300135287693,0.0,none,Z04,"q=0.76, 0.0km"
L02305,P0008,0.49796997532974563,2.23606797749979,none,Z04,"q=0.50, 2.2km"
L02310,P0016,0.45506952124380506,2.23606797749979,none,Z17,"q=0.46, 2.2km"
L02310,P0179,0.4013149604727338,2.23606797749979,none,Z17,"q=0.40, 2.2km"
L02310,P0130,0.3769470170666647,0.0,none,Z17,"q=0.38, 0.0km"
L02342,P0011,0.5507618707334291,0.0,none,Z30,"q=0.55, 0.0km"
L02356,P0071,0.6436737700392925,0.0,none,Z06,"q=0.64, 0.0km"
L02356,P0039,0.6074026660845933,2.23606797749979,none,Z06,"q=0.61, 2.2km"
L02356,P0051,0.569420140332516,0.0,none,Z06,"q=0.57, 0.0km"
L02358,P0059,0.6835588097579507,0.0,none,Z21,"q=0.68, 0.0km"
L02358,P0048,0.634544327186145,0.0,none,Z21,"q=0.63, 0.0km"
L02358,P0111,0.37489127091599145,7.211102550927978,none,Z21,"q=0.37, 7.2km"
L02372,P0059,0.6045106364114297,2.8284271247461903,none,Z28,"q=0.60, 2.8km"
L02372,P0013,0.33920205274677834,7.211102550927978,none,Z28,"q=0.34, 7.2km"
L02372,P0079,0.31562400370541505,2.8284271247461903,none,Z28,"q=0.32, 2.8km"
L02378,P0040,0.6085050783494176,2.0,none,Z17,"q=0.61, 2.0km"
L02378,P0010,0.483206119301789,2.23606797749979,none,Z17,"q=0.48, 2.2km"
L02378,P0000,0.3049366299647212,7.211102550927978,none,Z17,"q=0.30, 7.2km"
L02411,P0016,0.42983829132096985,3.0,none,Z18,"q=0.43, 3.0km"
L02411,P0169,0.41984066005300447,3.605551275463989,none,Z18,"q=0.42, 3.6km"
L02411,P0179,0.3769677509278423,3.0,none,Z18,"q=0.38, 3.0km"
L02454,P0020,0.7414835629976637,2.23606797749979,deadline,Z17,"q=0.74, 2.2km, priority lead"
L02454,P0028,0.6707900288049211,0.0,deadline,Z17,"q=0.67, 0.0km, priority lead"
L02454,P0130,0.6243578275797398,0.0,deadline,Z17,"q=0.62, 0.0km, priority lead"
L02463,P0038,0.7694669918912989,0.0,none,Z09,"q=0.77, 0.0km"
L02463,P0153,0.6823849351855158,0.0,none,Z09,"q=0.68, 0.0km"
L02463,P0095,0.5928778941420669,0.0,none,Z09,"q=0.59, 0.0km"
L02472,P0136,0.34209899815325573,0.0,none,Z19,"q=0.34, 0.0km"
L02472,P0122,0.2782033544548426,2.23606797749979,none,Z19,"q=0.28, 2.2km"
L02472,P0025,0.2692107983006112,2.23606797749979,none,Z19,"q=0.27, 2.2km"
L02499,P0117,0.7252200523214629,1.4142135623730951,deadline,Z18,"q=0.73, 1.4km, priority lead"
L02499,P0128,0.7199941356726327,0.0,deadline,Z18,"q=0.72, 0.0km, priority lead"
L02499,P0033,0.4067103070280716,1.4142135623730951,deadline,Z18,"q=0.41, 1.4km, priority lead"
L02502,P0020,0.5372947610504515,3.0,deadline,Z18,"q=0.54, 3.0km, priority lead"
L02502,P0035,0.44861745856457924,4.123105625617661,deadline,Z18,"q=0.45, 4.1km, priority lead"
L02502,P0191,0.3884469638647774,4.123105625617661,deadline,Z18,"q=0.39, 4.1km, priority lead"
L02511,P0009,0.8415980269581873,2.23606797749979,deadline,Z01,"q=0.84, 2.2km, priority lead"
L02511,P0055,0.7868794938432472,1.4142135623730951,deadline,Z01,"q=0.79, 1.4km, priority lead"
L02511,P0103,0.7006385455104881,0.0,deadline,Z01,"q=0.70, 0.0km, priority lead"
L02527,P0132,0.6821552374560024,0.0,none,Z03,"q=0.68, 0.0km"
L02527,P0171,0.559320117001933,0.0,none,Z03,"q=0.56, 0.0km"
L02527,P0064,0.46919447960893573,5.0,none,Z03,"q=0.47, 5.0km"
L02533,P0147,0.47964909240921816,0.0,none,Z08,"q=0.48, 0.0km"
L02533,P0188,0.45762203193659484,0.0,none,Z08,"q=0.46, 0.0km"
L02533,P0095,0.38863288830393344,2.0,none,Z08,"q=0.39, 2.0km"
L02583,P0002,0.7851138261198704,0.0,deadline,Z20,"q=0.79, 0.0km, priority lead"
L02583,P0155,0.6386517609462133,0.0,deadline,Z20,"q=0.64, 0.0km, priority lead"
L02583,P0141,0.5791846055926514,4.47213595499958,deadline,Z20,"q=0.58, 4.5km, priority lead"
L02597,P0039,0.6967493099165158,0.0,none,Z19,"q=0.70, 0.0km"
L02597,P0051,0.534491972402507,2.23606797749979,none,Z19,"q=0.53, 2.2km"
L02597,P0131,0.421259725705271,3.0,none,Z19,"q=0.42, 3.0km"
L02612,P0195,0.8373232576517194,0.0,none,Z03,"q=0.84, 0.0km"
L02612,P0009,0.8237420581992962,0.0,none,Z03,"q=0.82, 0.0km"
L02612,P0044,0.7701024812767603,0.0,none,Z03,"q=0.77, 0.0km"
L02625,P0037,0.5597803038879838,0.0,none,Z25,"q=0.56, 0.0km"
L02625,P0089,0.24743165385147756,0.0,none,Z25,"q=0.25, 0.0km"
L02625,P0173,0.24214192417836172,7.810249675906654,none,Z25,"q=0.24, 7.8km"
L02631,P0020,0.6443923621531252,0.0,none,Z16,"q=0.64, 0.0km"
L02631,P0179,0.41950555295950626,0.0,none,Z16,"q=0.42, 0.0km"
L02631,P0112,0.41347854184580446,2.23606797749979,none,Z16,"q=0.41, 2.2km"
L02633,P0116,0.6848435633701573,0.0,none,Z02,"q=0.68, 0.0km"
L02633,P0006,0.5412946513171705,2.23606797749979,none,Z02,"q=0.54, 2.2km"
L02633,P0217,0.49308344137440696,2.23606797749979,none,Z02,"q=0.49, 2.2km"
L02655,P0196,0.8680638400089672,0.0,deadline,Z11,"q=0.87, 0.0km, priority lead"
L02655,P0198,0.8673495347183254,0.0,deadline,Z11,"q=0.87, 0.0km, priority lead"
L02655,P0168,0.8531368705727312,0.0,deadline,Z11,"q=0.85, 0.0km, priority lead"
L02679,P0037,0.6863172370657248,0.0,none,Z25,"q=0.69, 0.0km"
L02679,P0165,0.45948463904974746,0.0,none,Z25,"q=0.46, 0.0km"
L02679,P0145,0.2809656278164659,6.324555320336759,none,Z25,"q=0.28, 6.3km"
L02710,P0114,0.7854263620593896,0.0,none,Z16,"q=0.79, 0.0km"
L02710,P0115,0.44515780842641844,3.0,none,Z16,"q=0.45, 3.0km"
L02710,P0133,0.41781980052934714,2.23606797749979,none,Z16,"q=0.42, 2.2km"
L02729,P0077,0.5148702725237164,0.0,deadline,Z07,"q=0.51, 0.0km, priority lead"
L02729,P0141,0.44373154434458933,0.0,deadline,Z07,"q=0.44, 0.0km, priority lead"
L02729,P0110,0.33940086340409287,3.0,deadline,Z07,"q=0.34, 3.0km, priority lead"
L02733,P0038,0.7009416344801138,2.0,none,Z10,"q=0.70, 2.0km"
L02733,P0076,0.6763100075749034,0.0,none,Z10,"q=0.68, 0.0km"
L02733,P0166,0.6392185100410074,0.0,none,Z10,"q=0.64, 0.0km"
L02776,P0189,0.7653340425051728,0.0,emergency,Z10,"q=0.77, 0.0km, priority lead"
L02776,P0210,0.6527947565432566,4.0,emergency,Z10,"q=0.65, 4.0km, priority lead"
L02776,P0205,0.6419269341243509,4.0,emergency,Z10,"q=0.64, 4.0km, priority lead"
L02803,P0208,0.637277628824739,0.0,deadline,Z08,"q=0.64, 0.0km, priority lead"
L02803,P0215,0.6170253617351389,2.0,deadline,Z08,"q=0.62, 2.0km, priority lead"
L02803,P0110,0.5412006550821868,2.0,deadline,Z08,"q=0.54, 2.0km, priority lead"
L02804,P0214,0.795916910446043,0.0,deadline,Z23,"q=0.80, 0.0km, priority lead"
L02804,P0012,0.776067700096746,0.0,deadline,Z23,"q=0.78, 0.0km, priority lead"
L02804,P0001,0.5051484736979868,4.0,deadline,Z23,"q=0.51, 4.0km, priority lead"
L02812,P0188,0.7759610076203213,0.0,emergency,Z08,"q=0.78, 0.0km, priority lead"
L02812,P0118,0.7109305507212439,0.0,emergency,Z08,"q=0.71, 0.0km, priority lead"
L02812,P0095,0.6735309725405871,2.0,emergency,Z08,"q=0.67, 2.0km, priority lead"
L02829,P0158,0.7252531317486712,0.0,deadline,Z16,"q=0.73, 0.0km, priority lead"
L02829,P0128,0.5879723264938658,3.0,deadline,Z16,"q=0.59, 3.0km, priority lead"
L02829,P0033,0.39052657233224625,2.23606797749979,deadline,Z16,"q=0.39, 2.2km, priority lead"
L02862,P0117,0.8405651558621459,0.0,deadline,Z05,"q=0.84, 0.0km, priority lead"
L02862,P0055,0.7513288912526129,3.605551275463989,deadline,Z05,"q=0.75, 3.6km, priority lead"
L02862,P0028,0.6980596234779476,2.0,deadline,Z05,"q=0.70, 2.0km, priority lead"
L02872,P0120,0.8136790913046995,0.0,none,Z14,"q=0.81, 0.0km"
L02872,P0113,0.8022301398453193,0.0,none,Z14,"q=0.80, 0.0km"
L02872,P0046,0.7970750004265597,0.0,none,Z14,"q=0.80, 0.0km"
L02879,P0148,0.2216854621886716,0.0,none,Z25,"q=0.22, 0.0km"
L02894,P0166,0.5775807933337682,0.0,none,Z10,"q=0.58, 0.0km"
L02894,P0087,0.5585260261705557,0.0,none,Z10,"q=0.56, 0.0km"
L02894,P0153,0.47929256781322976,2.0,none,Z10,"q=0.48, 2.0km"
L02936,P0091,0.5235951298327115,0.0,none,Z25,"q=0.52, 0.0km"
L02936,P0102,0.5141615217152322,0.0,none,Z25,"q=0.51, 0.0km"
L02936,P0083,0.4345602021854425,0.0,none,Z25,"q=0.43, 0.0km"
L02959,P0165,0.7036218713841619,0.0,deadline,Z25,"q=0.70, 0.0km, priority lead"
L02959,P0027,0.6526828659843738,0.0,deadline,Z25,"q=0.65, 0.0km, priority lead"
L02959,P0089,0.639891586032215,0.0,deadline,Z25,"q=0.64, 0.0km, priority lead"
L02961,P0115,0.7274948670037293,0.0,emergency,Z18,"q=0.73, 0.0km, priority lead"
L02961,P0131,0.6256141065875374,1.4142135623730951,emergency,Z18,"q=0.63, 1.4km, priority lead"
L02961,P0133,0.6190231009066769,1.4142135623730951,emergency,Z18,"q=0.62, 1.4km, priority lead"
L02968,P0169,0.8074868754207826,0.0,deadline,Z01,"q=0.81, 0.0km, priority lead"
L02968,P0032,0.7518028857380253,2.23606797749979,deadline,Z01,"q=0.75, 2.2km, priority lead"
L02968,P0046,0.7372376269523014,5.385164807134504,deadline,Z01,"q=0.74, 5.4km, priority lead"
