lead_id,provider_id,offered_at,rank_shown,purchased,contacted,converted,lead_price_gbp
L02045,P0171,2025-11-21,4,1,0,0,12.0
L02045,P0058,2025-11-21,5,0,0,0,10.0
L00916,P0072,2025-11-21,1,1,0,0,10.0
L00916,P0174,2025-11-21,2,0,0,0,8.0
L00916,P0187,2025-11-21,3,0,0,0,8.0
L00916,P0200,2025-11-21,4,1,1,0,8.0
L00916,P0071,2025-11-21,5,1,1,1,10.0
L00717,P0059,2025-11-21,1,0,0,0,10.0
L00717,P0091,2025-11-21,2,1,1,0,8.0
L00717,P0203,2025-11-21,3,1,0,0,10.0
L00717,P0037,2025-11-21,4,0,0,0,10.0
L00717,P0156,2025-11-21,5,0,0,0,10.0
L01730,P0040,2025-11-21,1,0,0,0,12.0
L01730,P0010,2025-11-21,2,0,0,0,12.0
L01730,P0075,2025-11-21,3,0,0,0,10.0
L01730,P0195,2025-11-21,4,0,0,0,10.0
L01730,P0033,2025-11-21,5,0,0,0,8.0
L01303,P0184,2025-11-21,1,1,1,0,10.0
L01303,P0092,2025-11-21,2,0,0,0,8.0
L01303,P0078,2025-11-21,3,0,0,0,12.0
L01303,P0152,2025-11-21,4,1,1,1,12.0
L01303,P0017,2025-11-21,5,0,0,0,8.0
L01301,P0120,2025-11-21,1,1,1,0,12.0
L01301,P0050,2025-11-21,2,1,1,0,15.0
L01301,P0194,2025-11-21,3,0,0,0,12.0
L01301,P0138,2025-11-21,4,0,0,0,8.0
L01301,P0104,2025-11-21,5,1,1,0,8.0
L00578,P0029,2025-11-21,1,0,0,0,12.0
L00578,P0070,2025-11-21,2,0,0,0,10.0
L00578,P0175,2025-11-21,3,0,0,0,8.0
L00578,P0173,2025-11-21,4,0,0,0,8.0
L00578,P0049,2025-11-21,5,1,1,0,8.0
L01923,P0066,2025-11-21,1,0,0,0,12.0
L01923,P0212,2025-11-21,2,0,0,0,10.0
L01923,P0052,2025-11-21,3,1,1,1,15.0
L01923,P0020,2025-11-21,4,1,0,0,8.0
L01923,P0011,2025-11-21,5,0,0,0,12.0
L01708,P0058,2025-11-21,1,0,0,0,8.0
L01708,P0074,2025-11-21,2,0,0,0,10.0
L01708,P0104,2025-11-21,3,1,0,0,10.0
L01708,P0135,2025-11-21,4,1,1,0,8.0
L01708,P0105,2025-11-21,5,0,0,0,8.0
L00415,P0215,2025-11-21,1,0,0,0,8.0
L00415,P0123,2025-11-21,2,1,1,1,12.0
L00415,P0183,2025-11-21,3,1,1,0,10.0
L00415,P0005,2025-11-21,4,0,0,0,10.0
L00415,P0083,2025-11-21,5,0,0,0,12.0
L00450,P0044,2025-11-21,1,0,0,0,12.0
L00450,P0116,2025-11-21,2,0,0,0,12.0
L00450,P0147,2025-11-21,3,0,0,0,8.0
L00450,P0081,2025-11-21,4,0,0,0,10.0
L00450,P0020,2025-11-21,5,1,1,0,12.0
L01278,P0195,2025-11-21,1,1,1,0,10.0
L01278,P0188,2025-11-21,2,1,1,1,12.0
L01278,P0010,2025-11-21,3,0,0,0,15.0
L01278,P0040,2025-11-21,4,0,0,0,12.0
L01278,P0016,2025-11-21,5,0,0,0,10.0
L01446,P0181,2025-11-21,1,1,1,0,15.0
L01446,P0062,2025-11-21,2,1,1,1,8.0
L01446,P0153,2025-11-21,3,0,0,0,15.0
L01446,P0068,2025-11-21,4,0,0,0,15.0
L01446,P0029,2025-11-21,5,0,0,0,12.0
L01048,P0187,2025-11-21,1,0,0,0,12.0
L01048,P0174,2025-11-21,2,1,1,0,15.0
L01048,P0200,2025-11-21,3,0,0,0,8.0
L01048,P0033,2025-11-21,4,1,1,1,12.0
L01048,P0072,2025-11-21,5,1,0,0,12.0
L01407,P0113,2025-11-21,1,1,1,0,15.0
L01407,P0107,2025-11-21,2,0,0,0,15.0
L01407,P0012,2025-11-21,3,0,0,0,8.0
L01407,P0060,2025-11-21,4,0,0,0,12.0
L01407,P0027,2025-11-21,5,1,1,1,8.0
L01869,P0164,2025-11-21,1,0,0,0,8.0
L01869,P0066,2025-11-21,2,1,0,0,12.0
L01869,P0096,2025-11-21,3,1,1,0,12.0
L01869,P0020,2025-11-21,4,0,0,0,15.0
L01869,P0023,2025-11-21,5,0,0,0,15.0
L01723,P0184,2025-11-21,1,1,1,0,12.0
L01723,P0150,2025-11-21,2,1,1,1,12.0
L01723,P0152,2025-11-21,3,0,0,0,10.0
L01723,P0051,2025-11-21,4,0,0,0,15.0
L01723,P0017,2025-11-21,5,0,0,0,15.0
L00140,P0128,2025-11-21,1,1,1,1,10.0
L00140,P0205,2025-11-21,2,0,0,0,10.0
L00140,P0086,2025-11-21,3,0,0,0,12.0
L00140,P0147,2025-11-21,4,1,0,0,8.0
L00140,P0056,2025-11-21,5,1,1,1,12.0
L02327,P0189,2025-11-22,1,1,1,0,10.0
L02327,P0019,2025-11-22,2,0,0,0,10.0
L02327,P0143,2025-11-22,3,0,0,0,15.0
L02327,P0065,2025-11-22,4,1,1,0,12.0
L02327,P0135,2025-11-22,5,0,0,0,8.0
L02907,P0043,2025-11-22,1,0,0,0,10.0
L02907,P0214,2025-11-22,2,1,0,0,12.0
L02907,P0173,2025-11-22,3,0,0,0,10.0
L02907,P0175,2025-11-22,4,0,0,0,10.0
L02907,P0104,2025-11-22,5,1,1,0,12.0
L02148,P0081,2025-11-22,1,1,1,1,12.0
L02148,P0103,2025-11-22,2,0,0,0,8.0
L02148,P0196,2025-11-22,3,0,0,0,12.0
L02148,P0086,2025-11-22,4,1,1,1,12.0
L02148,P0044,2025-11-22,5,0,0,0,15.0
L00064,P0148,2025-11-22,1,1,0,0,12.0
L00064,P0143,2025-11-22,2,1,1,0,15.0
L00064,P0189,2025-11-22,3,0,0,0,10.0
L00064,P0097,2025-11-22,4,1,1,0,8.0
L00064,P0135,2025-11-22,5,0,0,0,15.0
L02347,P0183,2025-11-22,1,1,0,0,10.0
L02347,P0192,2025-11-22,2,1,1,1,15.0
L02347,P0138,2025-11-22,3,0,0,0,10.0
L02347,P0124,2025-11-22,4,0,0,0,10.0
L02347,P0081,2025-11-22,5,0,0,0,15.0
L01965,P0203,2025-11-22,1,1,0,0,10.0
L01965,P0037,2025-11-22,2,1,1,1,8.0
L01965,P0084,2025-11-22,3,0,0,0,15.0
L01965,P0059,2025-11-22,4,1,1,1,10.0
L01965,P0156,2025-11-22,5,0,0,0,12.0
L02884,P0188,2025-11-22,1,0,0,0,15.0
L02884,P0126,2025-11-22,2,0,0,0,12.0
L02884,P0117,2025-11-22,3,1,0,0,12.0
L02884,P0040,2025-11-22,4,0,0,0,8.0
L02884,P0016,2025-11-22,5,1,1,0,8.0
L02562,P0014,2025-11-22,1,1,0,0,12.0
L02562,P0066,2025-11-22,2,1,1,0,10.0
L02562,P0067,2025-11-22,3,1,1,1,10.0
L02562,P0085,2025-11-22,4,0,0,0,8.0
L02562,P0028,2025-11-22,5,0,0,0,15.0
L00200,P0028,2025-11-22,1,0,0,0,15.0
L00200,P0041,2025-11-22,2,0,0,0,12.0
L00200,P0066,2025-11-22,3,1,0,0,15.0
L00200,P0056,2025-11-22,4,1,1,1,15.0
L00200,P0044,2025-11-22,5,1,1,0,8.0
L02975,P0002,2025-11-22,1,1,1,0,10.0
L02975,P0111,2025-11-22,2,1,1,0,12.0
L02975,P0008,2025-11-22,3,0,0,0,10.0
L02975,P0036,2025-11-22,4,1,1,1,15.0
L02975,P0041,2025-11-22,5,1,1,0,15.0
L00454,P0063,2025-11-22,1,0,0,0,8.0
L00454,P0014,2025-11-22,2,0,0,0,15.0
L00454,P0085,2025-11-22,3,0,0,0,12.0
L00454,P0164,2025-11-22,4,1,0,0,12.0
L00454,P0028,2025-11-22,5,0,0,0,12.0
L01784,P0003,2025-11-22,1,0,0,0,10.0
L01784,P0123,2025-11-22,2,0,0,0,15.0
L01784,P0001,2025-11-22,3,1,1,0,10.0
L01784,P0183,2025-11-22,4,0,0,0,10.0
L01784,P0124,2025-11-22,5,0,0,0,10.0
L00320,P0025,2025-11-22,1,0,0,0,10.0
L00320,P0183,2025-11-22,2,1,1,0,10.0
L00320,P0138,2025-11-22,3,0,0,0,10.0
L00320,P0103,2025-11-22,4,1,1,0,15.0
L00320,P0086,2025-11-22,5,0,0,0,10.0
L02782,P0095,2025-11-22,1,1,0,0,15.0
L02782,P0046,2025-11-22,2,0,0,0,12.0
L02782,P0035,2025-11-22,3,0,0,0,15.0
L02782,P0118,2025-11-22,4,0,0,0,15.0
L02782,P0168,2025-11-22,5,0,0,0,15.0
L02352,P0172,2025-11-22,1,1,1,0,12.0
L02352,P0118,2025-11-22,2,1,1,0,10.0
L02352,P0073,2025-11-22,3,1,1,1,12.0
L02352,P0202,2025-11-22,4,1,1,1,10.0
L02352,P0145,2025-11-22,5,1,1,1,15.0
L01915,P0138,2025-11-22,1,0,0,0,15.0
L01915,P0183,2025-11-22,2,1,1,0,10.0
L01915,P0108,2025-11-22,3,1,1,1,12.0
L01915,P0192,2025-11-22,4,0,0,0,15.0
L01915,P0120,2025-11-22,5,0,0,0,12.0
L00144,P0154,2025-11-22,1,0,0,0,10.0
L00144,P0053,2025-11-22,2,0,0,0,12.0
L00144,P0087,2025-11-22,3,1,1,1,15.0
L00144,P0158,2025-11-22,4,0,0,0,10.0
L00144,P0021,2025-11-22,5,1,1,0,8.0
L01288,P0036,2025-11-22,1,0,0,0,10.0
L01288,P0167,2025-11-22,2,0,0,0,12.0
L01288,P0111,2025-11-22,3,1,0,0,12.0
L01288,P0094,2025-11-22,4,0,0,0,10.0
L01288,P0002,2025-11-22,5,1,1,0,10.0
L01922,P0139,2025-11-22,1,1,1,1,15.0
L01922,P0025,2025-11-22,2,1,1,0,12.0
L01922,P0050,2025-11-22,3,0,0,0,12.0
L01922,P0194,2025-11-22,4,0,0,0,10.0
L01922,P0004,2025-11-22,5,0,0,0,12.0
L02883,P0172,2025-11-22,1,1,1,0,12.0
L02883,P0118,2025-11-22,2,1,1,1,8.0
L02883,P0073,2025-11-22,3,1,0,0,8.0
L02883,P0018,2025-11-22,4,1,1,0,8.0
L02883,P0035,2025-11-22,5,1,1,0,15.0
L01696,P0213,2025-11-22,1,0,0,0,15.0
L01696,P0079,2025-11-22,2,1,1,0,12.0
L01696,P0035,2025-11-22,3,1,1,0,12.0
L01696,P0202,2025-11-22,4,0,0,0,8.0
L01696,P0118,2025-11-22,5,1,1,0,8.0
L01282,P0062,2025-11-22,1,1,1,0,15.0
L01282,P0181,2025-11-22,2,0,0,0,15.0
L01282,P0106,2025-11-22,3,1,1,0,8.0
L01282,P0029,2025-11-22,4,1,1,1,10.0
L01282,P0070,2025-11-22,5,0,0,0,12.0
L02440,P0186,2025-11-23,1,1,1,0,15.0
L02440,P0124,2025-11-23,2,0,0,0,12.0
L02440,P0120,2025-11-23,3,0,0,0,8.0
L02440,P0025,2025-11-23,4,1,1,0,12.0
L02440,P0032,2025-11-23,5,0,0,0,8.0
L02683,P0030,2025-11-23,1,1,1,0,8.0
L02683,P0129,2025-11-23,2,1,1,0,15.0
L02683,P0174,2025-11-23,3,1,1,0,12.0
L02683,P0037,2025-11-23,4,1,0,0,15.0
L02683,P0059,2025-11-23,5,0,0,0,10.0
L00692,P0161,2025-11-23,1,1,0,0,15.0
L00692,P0185,2025-11-23,2,0,0,0,10.0
L00692,P0046,2025-11-23,3,0,0,0,10.0
L00692,P0019,2025-11-23,4,0,0,0,12.0
L00692,P0035,2025-11-23,5,0,0,0,12.0
L02307,P0127,2025-11-23,1,0,0,0,15.0
L02307,P0204,2025-11-23,2,1,1,0,10.0
L02307,P0197,2025-11-23,3,1,1,0,15.0
L02307,P0171,2025-11-23,4,0,0,0,10.0
L02307,P0114,2025-11-23,5,0,0,0,8.0
L01453,P0120,2025-11-23,1,1,1,0,8.0
L01453,P0007,2025-11-23,2,0,0,0,8.0
L01453,P0108,2025-11-23,3,0,0,0,8.0
L01453,P0138,2025-11-23,4,0,0,0,15.0
L01453,P0124,2025-11-23,5,0,0,0,10.0
L00278,P0111,2025-11-23,1,1,1,0,8.0
L00278,P0094,2025-11-23,2,1,1,1,8.0
L00278,P0140,2025-11-23,3,0,0,0,15.0
L00278,P0008,2025-11-23,4,1,0,0,15.0
L00278,P0028,2025-11-23,5,1,0,0,15.0
L02674,P0029,2025-11-23,1,1,1,0,15.0
L02674,P0070,2025-11-23,2,1,0,0,15.0
L02674,P0181,2025-11-23,3,1,1,1,12.0
L02674,P0110,2025-11-23,4,0,0,0,15.0
L02674,P0043,2025-11-23,5,0,0,0,15.0
L00379,P0181,2025-11-23,1,0,0,0,12.0
L00379,P0062,2025-11-23,2,1,1,0,12.0
L00379,P0000,2025-11-23,3,1,1,0,10.0
L00379,P0068,2025-11-23,4,0,0,0,8.0
L00379,P0029,2025-11-23,5,0,0,0,15.0
L01955,P0190,2025-11-23,1,1,0,0,12.0
L01955,P0162,2025-11-23,2,1,1,0,15.0
L01955,P0121,2025-11-23,3,1,0,0,10.0
L01955,P0182,2025-11-23,4,0,0,0,15.0
L01955,P0013,2025-11-23,5,1,1,0,10.0
L02254,P0055,2025-11-23,1,0,0,0,10.0
L02254,P0167,2025-11-23,2,0,0,0,12.0
L02254,P0092,2025-11-23,3,1,0,0,8.0
L02254,P0021,2025-11-23,4,0,0,0,10.0
L02254,P0150,2025-11-23,5,0,0,0,12.0
L02593,P0134,2025-11-23,1,0,0,0,8.0
L02593,P0159,2025-11-23,2,0,0,0,12.0
L02593,P0112,2025-11-23,3,0,0,0,8.0
L02593,P0195,2025-11-23,4,0,0,0,10.0
L02593,P0089,2025-11-23,5,0,0,0,8.0
L00954,P0119,2025-11-23,1,0,0,0,12.0
L00954,P0003,2025-11-23,2,0,0,0,15.0
L00954,P0001,2025-11-23,3,0,0,0,10.0
L00954,P0057,2025-11-23,4,1,1,0,12.0
L00954,P0030,2025-11-23,5,1,1,0,12.0
L02255,P0035,2025-11-23,1,0,0,0,15.0
L02255,P0018,2025-11-23,2,0,0,0,8.0
L02255,P0118,2025-11-23,3,1,1,0,15.0
L02255,P0213,2025-11-23,4,0,0,0,10.0
L02255,P0031,2025-11-23,5,0,0,0,15.0
L02623,P0135,2025-11-23,1,1,1,0,12.0
L02623,P0035,2025-11-23,2,1,1,0,15.0
L02623,P0058,2025-11-23,3,0,0,0,10.0
L02623,P0074,2025-11-23,4,1,1,0,12.0
L02623,P0018,2025-11-23,5,0,0,0,8.0
L02315,P0158,2025-11-23,1,1,1,0,15.0
L02315,P0094,2025-11-23,2,1,1,0,10.0
L02315,P0140,2025-11-23,3,0,0,0,8.0
L02315,P0028,2025-11-23,4,1,1,0,15.0
L02315,P0020,2025-11-23,5,1,1,1,15.0
L02044,P0039,2025-11-23,1,1,0,0,15.0
L02044,P0176,2025-11-23,2,0,0,0,12.0
L02044,P0101,2025-11-23,3,1,1,1,12.0
L02044,P0021,2025-11-23,4,0,0,0,15.0
L02044,P0051,2025-11-23,5,0,0,0,12.0
L00538,P0184,2025-11-23,1,1,1,0,12.0
L00538,P0218,2025-11-23,2,1,1,0,15.0
L00538,P0021,2025-11-23,3,0,0,0,12.0
L00538,P0092,2025-11-23,4,1,1,0,15.0
L00538,P0017,2025-11-23,5,0,0,0,15.0
L02046,P0001,2025-11-23,1,0,0,0,10.0
L02046,P0215,2025-11-23,2,1,1,0,8.0
L02046,P0119,2025-11-23,3,1,1,0,10.0
L02046,P0174,2025-11-23,4,1,0,0,8.0
L02046,P0005,2025-11-23,5,0,0,0,15.0
L01584,P0187,2025-11-23,1,1,1,0,10.0
L01584,P0200,2025-11-23,2,1,1,0,15.0
L01584,P0206,2025-11-23,3,0,0,0,8.0
L01584,P0071,2025-11-23,4,1,1,0,15.0
L01584,P0027,2025-11-23,5,0,0,0,15.0
L01719,P0193,2025-11-23,1,0,0,0,8.0
L01719,P0111,2025-11-23,2,0,0,0,10.0
L01719,P0131,2025-11-23,3,0,0,0,15.0
L01719,P0158,2025-11-23,4,0,0,0,15.0
L01719,P0008,2025-11-23,5,0,0,0,8.0
L01170,P0108,2025-11-23,1,0,0,0,8.0
L01170,P0007,2025-11-23,2,1,1,1,10.0
L01170,P0124,2025-11-23,3,0,0,0,12.0
L01170,P0138,2025-11-23,4,0,0,0,12.0
L01170,P0006,2025-11-23,5,0,0,0,12.0
L02633,P0071,2025-11-23,1,0,0,0,10.0
L02633,P0174,2025-11-23,2,1,1,1,10.0
L02633,P0206,2025-11-23,3,0,0,0,12.0
L02633,P0077,2025-11-23,4,1,1,0,8.0
L02633,P0027,2025-11-23,5,1,1,0,8.0
L01000,P0148,2025-11-24,1,1,1,0,10.0
L01000,P0181,2025-11-24,2,0,0,0,10.0
L01000,P0000,2025-11-24,3,1,1,1,12.0
L01000,P0143,2025-11-24,4,0,0,0,15.0
L01000,P0062,2025-11-24,5,0,0,0,15.0
L02794,P0029,2025-11-24,1,0,0,0,12.0
L02794,P0181,2025-11-24,2,0,0,0,15.0
L02794,P0062,2025-11-24,3,1,1,0,12.0
L02794,P0173,2025-11-24,4,0,0,0,10.0
L02794,P0110,2025-11-24,5,0,0,0,8.0
L01069,P0028,2025-11-24,1,0,0,0,10.0
L01069,P0149,2025-11-24,2,0,0,0,15.0
L01069,P0085,2025-11-24,3,0,0,0,10.0
L01069,P0014,2025-11-24,4,1,0,0,10.0
L01069,P0164,2025-11-24,5,1,1,1,15.0
L01882,P0026,2025-11-24,1,1,1,0,15.0
L01882,P0001,2025-11-24,2,0,0,0,10.0
L01882,P0215,2025-11-24,3,1,1,0,15.0
L01882,P0187,2025-11-24,4,0,0,0,12.0
L01882,P0010,2025-11-24,5,0,0,0,10.0
L00394,P0112,2025-11-24,1,1,1,0,10.0
L00394,P0209,2025-11-24,2,0,0,0,8.0
L00394,P0083,2025-11-24,3,0,0,0,15.0
L00394,P0010,2025-11-24,4,0,0,0,15.0
L00394,P0219,2025-11-24,5,0,0,0,15.0
L01374,P0061,2025-11-24,1,0,0,0,15.0
L01374,P0050,2025-11-24,2,1,1,0,8.0
L01374,P0194,2025-11-24,3,0,0,0,12.0
L01374,P0138,2025-11-24,4,0,0,0,10.0
L01374,P0186,2025-11-24,5,1,1,1,10.0
L00605,P0068,2025-11-24,1,0,0,0,10.0
L00605,P0189,2025-11-24,2,0,0,0,10.0
L00605,P0000,2025-11-24,3,0,0,0,12.0
L00605,P0062,2025-11-24,4,0,0,0,8.0
L00605,P0143,2025-11-24,5,0,0,0,12.0
L01321,P0107,2025-11-24,1,1,1,0,8.0
L01321,P0113,2025-11-24,2,0,0,0,10.0
L01321,P0012,2025-11-24,3,0,0,0,10.0
L01321,P0072,2025-11-24,4,1,1,0,12.0
L01321,P0027,2025-11-24,5,1,1,1,8.0
L01309,P0070,2025-11-24,1,0,0,0,8.0
L01309,P0181,2025-11-24,2,1,1,0,10.0
L01309,P0049,2025-11-24,3,1,1,1,10.0
L01309,P0110,2025-11-24,4,1,1,0,10.0
L01309,P0043,2025-11-24,5,1,1,0,10.0
L02362,P0032,2025-11-24,1,0,0,0,10.0
L02362,P0139,2025-11-24,2,0,0,0,10.0
L02362,P0025,2025-11-24,3,1,1,1,8.0
L02362,P0050,2025-11-24,4,1,1,1,12.0
L02362,P0186,2025-11-24,5,0,0,0,15.0
L02940,P0151,2025-11-24,1,0,0,0,15.0
L02940,P0176,2025-11-24,2,1,1,1,8.0
L02940,P0039,2025-11-24,3,0,0,0,10.0
L02940,P0177,2025-11-24,4,1,1,1,15.0
L02940,P0051,2025-11-24,5,1,0,0,8.0
L01281,P0113,2025-11-24,1,0,0,0,12.0
L01281,P0048,2025-11-24,2,0,0,0,8.0
L01281,P0009,2025-11-24,3,1,1,0,8.0
L01281,P0033,2025-11-24,4,0,0,0,12.0
L01281,P0198,2025-11-24,5,0,0,0,15.0
L01348,P0194,2025-11-24,1,0,0,0,10.0
L01348,P0124,2025-11-24,2,0,0,0,8.0
L01348,P0120,2025-11-24,3,1,1,0,12.0
L01348,P0061,2025-11-24,4,0,0,0,10.0
L01348,P0100,2025-11-24,5,1,1,0,10.0
L01646,P0192,2025-11-24,1,1,1,0,15.0
L01646,P0199,2025-11-24,2,0,0,0,10.0
L01646,P0025,2025-11-24,3,1,1,0,10.0
L01646,P0086,2025-11-24,4,0,0,0,15.0
L01646,P0081,2025-11-24,5,1,1,0,8.0
L00655,P0188,2025-11-24,1,1,1,0,10.0
L00655,P0126,2025-11-24,2,1,1,0,8.0
L00655,P0040,2025-11-24,3,0,0,0,10.0
L00655,P0075,2025-11-24,4,0,0,0,12.0
L00655,P0109,2025-11-24,5,1,1,0,12.0
L01424,P0090,2025-11-24,1,0,0,0,8.0
L01424,P0138,2025-11-24,2,0,0,0,8.0
L01424,P0124,2025-11-24,3,0,0,0,10.0
L01424,P0081,2025-11-24,4,0,0,0,12.0
L01424,P0086,2025-11-24,5,0,0,0,8.0
L02382,P0195,2025-11-24,1,0,0,0,10.0
L02382,P0209,2025-11-24,2,0,0,0,15.0
L02382,P0112,2025-11-24,3,1,1,0,8.0
L02382,P0047,2025-11-24,4,0,0,0,12.0
L02382,P0083,2025-11-24,5,0,0,0,10.0
L00543,P0050,2025-11-24,1,1,1,0,8.0
L00543,P0124,2025-11-24,2,1,1,0,12.0
L00543,P0138,2025-11-24,3,1,1,1,12.0
L00543,P0025,2025-11-24,4,1,1,1,12.0
L00543,P0061,2025-11-24,5,0,0,0,8.0
L02425,P0030,2025-11-24,1,0,0,0,10.0
L02425,P0089,2025-11-24,2,0,0,0,12.0
L02425,P0206,2025-11-24,3,1,1,1,15.0
L02425,P0071,2025-11-24,4,1,0,0,10.0
L02425,P0200,2025-11-24,5,0,0,0,15.0
L02987,P0148,2025-11-24,1,1,1,0,8.0
L02987,P0189,2025-11-24,2,1,1,0,10.0
L02987,P0007,2025-11-24,3,0,0,0,8.0
L02987,P0093,2025-11-24,4,1,1,0,10.0
L02987,P0090,2025-11-24,5,0,0,0,12.0
L00768,P0049,2025-11-24,1,1,0,0,8.0
L00768,P0135,2025-11-24,2,0,0,0,15.0
L00768,P0031,2025-11-24,3,1,1,1,8.0
L00768,P0110,2025-11-24,4,0,0,0,12.0
L00768,P0073,2025-11-24,5,0,0,0,10.0
L02047,P0063,2025-11-25,1,1,0,0,8.0
L02047,P0067,2025-11-25,2,0,0,0,10.0
L02047,P0164,2025-11-25,3,0,0,0,12.0
L02047,P0115,2025-11-25,4,0,0,0,12.0
L02047,P0028,2025-11-25,5,0,0,0,8.0
L00547,P0037,2025-11-25,1,0,0,0,12.0
L00547,P0156,2025-11-25,2,0,0,0,8.0
L00547,P0030,2025-11-25,3,0,0,0,8.0
L00547,P0129,2025-11-25,4,1,1,0,8.0
L00547,P0119,2025-11-25,5,0,0,0,15.0
L02868,P0026,2025-11-25,1,0,0,0,8.0
L02868,P0215,2025-11-25,2,0,0,0,12.0
L02868,P0003,2025-11-25,3,0,0,0,10.0
L02868,P0083,2025-11-25,4,0,0,0,8.0
L02868,P0010,2025-11-25,5,0,0,0,12.0
L00800,P0033,2025-11-25,1,1,0,0,12.0
L00800,P0211,2025-11-25,2,1,1,1,12.0
L00800,P0077,2025-11-25,3,1,1,1,10.0
L00800,P0200,2025-11-25,4,1,1,0,15.0
L00800,P0071,2025-11-25,5,0,0,0,8.0
L00321,P0219,2025-11-25,1,1,1,0,15.0
L00321,P0207,2025-11-25,2,0,0,0,8.0
L00321,P0209,2025-11-25,3,0,0,0,12.0
L00321,P0195,2025-11-25,4,0,0,0,8.0
L00321,P0112,2025-11-25,5,0,0,0,8.0
L01375,P0195,2025-11-25,1,1,1,1,8.0
L01375,P0126,2025-11-25,2,1,1,0,12.0
L01375,P0040,2025-11-25,3,0,0,0,10.0
L01375,P0075,2025-11-25,4,0,0,0,8.0
L01375,P0016,2025-11-25,5,0,0,0,12.0
L00069,P0101,2025-11-25,1,1,1,1,12.0
L00069,P0038,2025-11-25,2,0,0,0,10.0
L00069,P0140,2025-11-25,3,0,0,0,10.0
L00069,P0193,2025-11-25,4,0,0,0,10.0
L00069,P0111,2025-11-25,5,1,0,0,8.0
L01851,P0171,2025-11-25,1,1,1,0,12.0
L01851,P0197,2025-11-25,2,0,0,0,10.0
L01851,P0173,2025-11-25,3,1,1,0,10.0
L01851,P0058,2025-11-25,4,1,1,0,8.0
L01851,P0104,2025-11-25,5,0,0,0,10.0
L02003,P0187,2025-11-25,1,1,1,1,8.0
L02003,P0200,2025-11-25,2,0,0,0,15.0
L02003,P0071,2025-11-25,3,0,0,0,8.0
L02003,P0198,2025-11-25,4,0,0,0,10.0
L02003,P0027,2025-11-25,5,1,1,0,15.0
L00631,P0212,2025-11-25,1,1,1,0,12.0
L00631,P0164,2025-11-25,2,1,1,1,15.0
L00631,P0133,2025-11-25,3,0,0,0,15.0
L00631,P0066,2025-11-25,4,1,1,0,12.0
L00631,P0020,2025-11-25,5,0,0,0,8.0
L00664,P0159,2025-11-25,1,0,0,0,15.0
L00664,P0134,2025-11-25,2,0,0,0,12.0
L00664,P0112,2025-11-25,3,0,0,0,8.0
L00664,P0195,2025-11-25,4,1,0,0,12.0
L00664,P0034,2025-11-25,5,0,0,0,12.0
L02077,P0091,2025-11-25,1,1,1,0,15.0
L02077,P0216,2025-11-25,2,1,0,0,10.0
L02077,P0155,2025-11-25,3,0,0,0,8.0
L02077,P0165,2025-11-25,4,0,0,0,10.0
L02077,P0030,2025-11-25,5,0,0,0,10.0
L01733,P0187,2025-11-25,1,1,1,0,8.0
L01733,P0174,2025-11-25,2,0,0,0,8.0
L01733,P0123,2025-11-25,3,0,0,0,10.0
L01733,P0003,2025-11-25,4,0,0,0,15.0
L01733,P0030,2025-11-25,5,0,0,0,8.0
L02823,P0215,2025-11-25,1,1,1,0,10.0
L02823,P0001,2025-11-25,2,1,1,0,10.0
L02823,P0026,2025-11-25,3,1,1,1,12.0
L02823,P0183,2025-11-25,4,0,0,0,12.0
L02823,P0010,2025-11-25,5,0,0,0,8.0
L02278,P0104,2025-11-25,1,1,1,1,10.0
L02278,P0105,2025-11-25,2,1,0,0,12.0
L02278,P0173,2025-11-25,3,0,0,0,15.0
L02278,P0074,2025-11-25,4,1,1,0,10.0
L02278,P0100,2025-11-25,5,0,0,0,12.0
L02172,P0105,2025-11-25,1,1,0,0,8.0
L02172,P0173,2025-11-25,2,0,0,0,10.0
L02172,P0074,2025-11-25,3,0,0,0,15.0
L02172,P0058,2025-11-25,4,0,0,0,8.0
L02172,P0049,2025-11-25,5,0,0,0,8.0
L00721,P0194,2025-11-25,1,1,1,0,8.0
L00721,P0050,2025-11-25,2,1,1,1,12.0
L00721,P0186,2025-11-25,3,1,0,0,8.0
L00721,P0032,2025-11-25,4,1,1,0,10.0
L00721,P0120,2025-11-25,5,1,1,0,8.0
L01881,P0079,2025-11-25,1,1,0,0,12.0
L01881,P0145,2025-11-25,2,1,1,0,8.0
L01881,P0202,2025-11-25,3,0,0,0,15.0
L01881,P0172,2025-11-25,4,1,1,1,12.0
L01881,P0118,2025-11-25,5,0,0,0,10.0
L01524,P0032,2025-11-25,1,1,1,0,12.0
L01524,P0192,2025-11-25,2,0,0,0,8.0
L01524,P0194,2025-11-25,3,0,0,0,12.0
L01524,P0124,2025-11-25,4,0,0,0,8.0
L01524,P0138,2025-11-25,5,0,0,0,12.0
L02768,P0079,2025-11-25,1,0,0,0,8.0
L02768,P0118,2025-11-25,2,0,0,0,10.0
L02768,P0202,2025-11-25,3,0,0,0,10.0
L02768,P0073,2025-11-25,4,0,0,0,10.0
L02768,P0035,2025-11-25,5,1,1,0,10.0
L02762,P0093,2025-11-25,1,1,1,0,8.0
L02762,P0090,2025-11-25,2,0,0,0,12.0
L02762,P0108,2025-11-25,3,0,0,0,10.0
L02762,P0138,2025-11-25,4,0,0,0,8.0
L02762,P0081,2025-11-25,5,0,0,0,8.0
