lead_id,created_at,zone,job_type,weekday_day,weekday_eve,weekend,budget_max,urgency,hours_wanted,pref_gender,language,is_returning,source
L00892,2025-11-12,Z02,install,1,1,1,40.0,none,20,any,en,0,organic
L02158,2025-11-12,Z14,repair,0,1,0,42.0,none,10,any,en,0,organic
L00095,2025-11-12,Z03,install,0,1,0,40.0,none,20,any,pl,0,paid_search
L00073,2025-11-12,Z13,repair,1,0,0,41.0,deadline,20,any,ur,0,referral
L00930,2025-11-13,Z30,repair,0,1,1,41.0,none,20,any,en,0,paid_search
L02006,2025-11-13,Z12,repair,0,1,0,50.0,deadline,30,F,tr,0,organic
L01983,2025-11-13,Z14,install,0,1,1,46.0,none,40,any,en,0,paid_search
L02933,2025-11-13,Z24,install,1,1,0,28.0,deadline,20,F,pl,0,paid_search
L02985,2025-11-13,Z25,repair,0,0,0,43.0,deadline,10,any,en,0,paid_search
L02046,2025-11-13,Z27,install,1,1,0,34.0,none,20,any,tr,0,referral
L00208,2025-11-13,Z13,repair,1,0,1,46.0,deadline,20,any,en,1,paid_search
L00649,2025-11-13,Z11,repair,0,1,0,39.0,none,20,any,en,0,organic
L01859,2025-11-13,Z09,install,1,1,0,36.0,deadline,20,any,en,0,organic
L01252,2025-11-13,Z30,repair,1,1,1,42.0,none,20,any,en,0,paid_search
L01908,2025-11-13,Z30,install,1,1,0,50.0,deadline,20,any,tr,1,paid_search
L01861,2025-11-13,Z03,repair,0,1,0,39.0,none,10,any,en,0,referral
L01833,2025-11-13,Z18,install,0,0,1,45.0,none,20,any,ur,0,organic
L01826,2025-11-13,Z03,install,1,1,1,28.0,none,40,any,ur,0,paid_search
L01363,2025-11-13,Z05,install,1,1,0,43.0,none,30,F,pl,0,paid_search
L02873,2025-11-13,Z02,repair,0,0,1,26.0,none,30,F,tr,0,paid_search
L01357,2025-11-13,Z23,repair,0,0,1,34.0,none,10,any,en,0,paid_search
L02211,2025-11-14,Z01,install,0,0,1,35.0,none,10,any,ro,0,organic
L01437,2025-11-14,Z12,install,0,0,1,27.0,none,10,any,ro,0,paid_search
L02560,2025-11-14,Z10,install,0,1,0,31.0,none,20,any,pl,0,paid_search
L02768,2025-11-14,Z29,repair,0,1,1,32.0,none,10,any,en,0,paid_search
L01463,2025-11-14,Z07,repair,0,0,1,38.0,emergency,20,any,en,0,paid_search
L00521,2025-11-14,Z20,repair,0,1,0,30.0,none,20,any,en,0,referral
L01250,2025-11-14,Z18,install,0,1,1,38.0,none,10,any,pl,0,paid_search
L01215,2025-11-14,Z25,repair,1,0,0,33.0,none,40,any,en,0,organic
L02484,2025-11-14,Z07,repair,1,0,0,36.0,none,10,any,ur,0,paid_search
L02464,2025-11-14,Z04,repair,0,0,1,34.0,deadline,10,any,pl,0,organic
L00256,2025-11-14,Z30,install,0,0,0,37.0,none,20,any,en,0,paid_search
L02628,2025-11-14,Z18,repair,1,1,1,42.0,none,10,any,en,1,organic
L00401,2025-11-14,Z28,install,0,1,1,28.0,none,10,any,en,0,paid_search
L02069,2025-11-14,Z30,repair,1,1,0,35.0,none,20,any,tr,0,paid_search
L00662,2025-11-14,Z15,install,1,0,0,21.0,none,40,any,tr,0,paid_search
L02019,2025-11-14,Z07,repair,0,1,0,50.0,none,30,any,ur,0,organic
L00411,2025-11-14,Z28,repair,1,0,0,46.0,none,30,any,ur,0,paid_search
L00725,2025-11-14,Z10,repair,1,1,1,43.0,deadline,10,any,en,0,organic
L01704,2025-11-14,Z14,install,0,0,0,36.0,none,20,any,ro,0,organic
L02120,2025-11-14,Z22,install,0,1,1,38.0,deadline,30,any,ur,0,paid_search
L01910,2025-11-15,Z05,repair,1,1,1,45.0,none,40,any,tr,0,paid_search
L01167,2025-11-15,Z27,install,1,0,1,32.0,deadline,20,any,en,0,organic
L01122,2025-11-15,Z19,repair,0,0,1,47.0,none,10,any,en,0,paid_search
L01180,2025-11-15,Z19,repair,1,0,0,37.0,deadline,20,any,en,0,paid_search
L02482,2025-11-15,Z06,install,1,1,0,36.0,none,20,any,pl,1,paid_search
L01272,2025-11-15,Z27,repair,1,0,1,46.0,none,40,any,en,0,paid_search
L01280,2025-11-15,Z09,install,1,0,0,43.0,none,20,any,en,0,paid_search
L00908,2025-11-15,Z20,repair,0,0,0,33.0,none,10,any,en,0,paid_search
L00431,2025-11-15,Z30,repair,1,0,1,45.0,none,10,any,en,0,paid_search
L01544,2025-11-15,Z25,repair,0,1,0,39.0,none,30,any,en,0,paid_search
L00450,2025-11-15,Z05,install,1,0,0,45.0,none,20,any,ur,0,referral
L01485,2025-11-15,Z30,repair,0,1,0,34.0,none,30,any,pl,0,paid_search
L00770,2025-11-15,Z15,repair,1,1,0,32.0,emergency,10,any,en,1,referral
L01466,2025-11-15,Z16,repair,0,1,0,43.0,none,20,any,tr,1,paid_search
L02716,2025-11-15,Z28,repair,0,1,1,34.0,deadline,10,any,pl,0,paid_search
L02226,2025-11-15,Z29,install,0,0,1,30.0,deadline,40,any,pl,0,organic
L01068,2025-11-15,Z03,repair,0,0,0,41.0,none,20,any,ur,0,organic
L01491,2025-11-16,Z20,repair,1,0,1,41.0,deadline,10,any,en,0,referral
L01046,2025-11-16,Z23,repair,1,0,0,54.0,none,20,any,tr,0,paid_search
L01479,2025-11-16,Z09,install,1,0,1,43.0,none,20,any,en,0,paid_search
L02723,2025-11-16,Z13,install,1,1,1,33.0,emergency,40,any,tr,0,paid_search
L02830,2025-11-16,Z06,repair,0,1,0,37.0,none,20,F,en,0,paid_search
L01920,2025-11-16,Z09,repair,1,0,0,33.0,deadline,20,F,ur,0,referral
L02263,2025-11-16,Z01,install,0,1,0,39.0,none,10,F,en,0,paid_search
L01290,2025-11-16,Z30,repair,1,1,0,36.0,none,30,any,ur,0,paid_search
L01300,2025-11-16,Z15,repair,0,0,0,42.0,emergency,20,any,ur,0,paid_search
L01308,2025-11-16,Z01,repair,0,1,1,37.0,deadline,10,any,en,0,paid_search
L01346,2025-11-16,Z27,repair,0,1,1,41.0,deadline,30,any,pl,0,paid_search
L01432,2025-11-16,Z16,repair,0,1,0,27.0,deadline,20,any,en,0,paid_search
L02337,2025-11-16,Z11,install,0,1,0,42.0,none,20,any,ur,0,paid_search
L02927,2025-11-16,Z12,install,1,1,1,47.0,none,40,any,ur,0,paid_search
L01960,2025-11-16,Z26,repair,1,1,0,40.0,none,30,any,pl,0,organic
L00000,2025-11-16,Z19,install,1,1,0,33.0,none,40,any,pl,0,paid_search
L00065,2025-11-16,Z06,repair,0,0,1,40.0,none,10,any,ur,0,paid_search
L00659,2025-11-16,Z11,install,0,0,0,40.0,emergency,10,any,en,0,paid_search
L00187,2025-11-16,Z13,repair,1,0,1,43.0,none,10,any,en,1,paid_search
L00392,2025-11-16,Z14,install,0,0,1,28.0,none,20,any,en,0,organic
L00343,2025-11-16,Z20,repair,0,0,1,45.0,deadline,20,any,en,1,paid_search
L00615,2025-11-16,Z29,repair,1,1,1,40.0,none,20,any,en,0,paid_search
L01638,2025-11-17,Z06,repair,1,0,1,47.0,deadline,10,any,ro,1,organic
L01131,2025-11-17,Z29,install,1,1,1,46.0,deadline,20,F,tr,0,paid_search
L02339,2025-11-17,Z07,repair,0,0,0,30.0,deadline,20,any,en,0,paid_search
L01016,2025-11-17,Z26,repair,0,1,0,29.0,none,20,any,en,0,organic
L01026,2025-11-17,Z26,install,0,1,0,37.0,none,20,any,en,0,paid_search
L02912,2025-11-17,Z20,repair,0,1,1,41.0,deadline,30,any,ro,1,organic
L02439,2025-11-17,Z16,repair,0,1,0,40.0,deadline,10,F,en,0,paid_search
L01055,2025-11-17,Z26,install,0,1,0,27.0,deadline,30,any,en,0,paid_search
L02893,2025-11-17,Z27,install,1,0,1,39.0,none,20,any,ro,0,organic
L01989,2025-11-17,Z12,repair,1,0,1,42.0,deadline,30,any,pl,0,paid_search
L00490,2025-11-17,Z29,repair,0,0,1,46.0,none,10,any,ur,0,organic
L00979,2025-11-17,Z25,repair,0,1,0,37.0,none,40,any,en,0,organic
L01998,2025-11-17,Z18,repair,0,1,0,43.0,emergency,10,any,en,0,paid_search
L02012,2025-11-17,Z08,install,1,1,1,41.0,emergency,30,F,en,0,organic
L02159,2025-11-17,Z03,repair,0,0,1,37.0,none,30,F,en,0,paid_search
L02532,2025-11-17,Z02,install,0,1,1,40.0,deadline,20,any,en,0,paid_search
L00231,2025-11-17,Z14,repair,0,0,0,37.0,none,20,any,en,0,organic
L01234,2025-11-17,Z01,repair,1,1,1,52.0,deadline,20,any,en,1,organic
L01056,2025-11-17,Z30,repair,1,0,1,30.0,none,10,F,ro,0,referral
L02780,2025-11-17,Z07,install,0,1,0,30.0,none,10,any,ro,0,paid_search
L00341,2025-11-17,Z05,repair,1,1,0,38.0,none,10,any,en,0,paid_search
L00068,2025-11-17,Z14,repair,1,0,1,32.0,none,20,F,ur,0,organic
L02242,2025-11-18,Z20,install,0,0,0,48.0,none,40,F,tr,0,organic
L01035,2025-11-18,Z04,install,0,0,1,,none,10,any,en,0,paid_search
L00388,2025-11-18,Z12,install,0,0,0,36.0,none,20,any,en,0,paid_search
L00780,2025-11-18,Z10,repair,1,1,0,43.0,none,20,any,tr,0,organic
L00988,2025-11-18,Z11,install,1,1,0,27.0,none,10,any,en,0,paid_search
L02015,2025-11-18,Z23,install,1,0,1,31.0,none,10,any,en,0,paid_search
L00344,2025-11-18,Z18,repair,0,0,0,39.0,deadline,10,any,ur,0,paid_search
L02313,2025-11-18,Z24,repair,0,1,1,26.0,none,20,any,en,0,referral
L00416,2025-11-18,Z03,repair,1,0,0,41.0,emergency,20,any,tr,0,organic
L00090,2025-11-18,Z02,install,1,1,0,45.0,none,30,any,en,0,organic
L01313,2025-11-18,UNKNOWN,repair,0,1,0,45.0,deadline,20,any,en,0,organic
L01286,2025-11-18,Z18,install,1,1,0,,deadline,20,F,en,0,paid_search
L00572,2025-11-18,Z28,install,0,1,1,38.0,none,30,any,ur,0,organic
L01267,2025-11-18,Z15,install,0,1,0,31.0,none,20,any,en,0,organic
L00559,2025-11-18,Z04,repair,0,1,1,41.0,none,20,any,en,0,paid_search
L00085,2025-11-18,Z29,repair,0,1,1,33.0,none,20,any,tr,0,paid_search
L01484,2025-11-18,Z03,repair,0,1,0,17.0,none,30,F,en,0,referral
L01494,2025-11-18,Z12,install,0,0,1,32.0,none,20,F,en,0,paid_search
L01534,2025-11-18,Z03,repair,0,1,0,54.0,none,20,any,en,0,paid_search
L01604,2025-11-18,Z23,install,1,0,1,39.0,none,20,any,en,0,organic
L00883,2025-11-18,Z16,install,1,0,1,37.0,emergency,20,any,en,0,organic
L00422,2025-11-18,Z15,repair,0,0,1,,none,20,any,pl,0,referral
L00680,2025-11-18,Z28,repair,1,0,1,39.0,none,40,any,ur,0,organic
L01093,2025-11-18,Z15,repair,0,1,0,43.0,none,20,any,en,0,paid_search
L01100,2025-11-18,Z30,install,0,1,1,52.0,deadline,20,any,pl,1,organic
L01753,2025-11-18,Z16,repair,0,0,1,47.0,none,10,any,ur,0,paid_search
L01948,2025-11-19,Z24,repair,0,1,1,28.0,deadline,10,any,pl,0,paid_search
L02953,2025-11-19,Z23,repair,1,0,1,35.0,none,10,any,ur,0,paid_search
L02808,2025-11-19,Z27,repair,1,1,0,38.0,none,10,any,en,0,paid_search
L02947,2025-11-19,Z06,repair,1,0,0,36.0,none,30,any,en,0,paid_search
L00035,2025-11-19,Z21,install,0,1,0,41.0,deadline,20,F,ur,0,paid_search
L02595,2025-11-19,Z26,install,1,0,0,47.0,emergency,20,any,en,0,organic
L02047,2025-11-19,Z27,install,0,1,0,27.0,none,10,any,en,0,paid_search
L02642,2025-11-19,Z10,install,1,0,1,42.0,deadline,20,any,tr,0,referral
L02039,2025-11-19,Z18,repair,0,1,0,39.0,deadline,40,any,en,1,organic
L00359,2025-11-19,Z19,install,0,1,0,35.0,deadline,30,any,tr,0,paid_search
L01726,2025-11-19,Z26,repair,1,1,1,44.0,none,10,any,en,0,referral
L00636,2025-11-19,Z26,repair,1,1,1,45.0,none,20,F,ur,0,paid_search
L01840,2025-11-19,Z26,install,0,1,1,46.0,none,40,any,ro,0,referral
L00978,2025-11-19,Z11,install,0,1,1,37.0,none,20,any,ro,0,paid_search
L02643,2025-11-19,Z16,repair,1,1,1,44.0,none,30,F,pl,0,paid_search
L01636,2025-11-19,Z06,install,0,0,0,37.0,none,40,any,en,0,referral
L01929,2025-11-19,Z25,repair,0,0,0,31.0,deadline,20,any,pl,0,paid_search
L02177,2025-11-19,Z01,install,0,0,0,37.0,deadline,40,any,ur,1,paid_search
L01860,2025-11-19,Z20,repair,1,1,0,38.0,none,20,any,en,0,organic
L02346,2025-11-19,Z11,install,1,0,1,39.0,none,20,any,pl,0,paid_search
L02351,2025-11-19,Z30,repair,0,1,1,36.0,deadline,20,any,en,0,referral
L01045,2025-11-20,Z25,install,0,1,0,42.0,none,20,any,en,0,organic
L00741,2025-11-20,Z20,install,0,1,1,36.0,deadline,30,any,ro,0,paid_search
L01079,2025-11-20,Z10,repair,0,1,1,34.0,emergency,10,any,pl,0,organic
L00522,2025-11-20,Z27,install,0,0,1,31.0,none,10,any,ur,0,paid_search
L01103,2025-11-20,Z05,repair,1,1,1,35.0,deadline,10,any,tr,0,paid_search
L00785,2025-11-20,Z15,install,0,1,0,43.0,deadline,20,any,pl,0,paid_search
L00953,2025-11-20,Z18,repair,1,1,1,37.0,deadline,20,any,ro,0,paid_search
L01516,2025-11-20,UNKNOWN,install,0,1,1,37.0,deadline,40,any,en,1,organic
L01407,2025-11-20,Z18,repair,0,1,1,38.0,none,10,F,en,0,referral
L00866,2025-11-20,Z04,install,0,0,1,40.0,deadline,20,any,tr,0,paid_search
L01515,2025-11-20,Z30,repair,0,0,0,35.0,deadline,10,F,en,1,organic
L02887,2025-11-21,Z24,repair,0,1,1,46.0,none,40,F,tr,0,paid_search
L00252,2025-11-21,Z12,repair,0,1,0,36.0,none,10,any,en,0,paid_search
L02644,2025-11-21,Z19,install,1,1,0,32.0,none,20,any,ur,0,paid_search
L00452,2025-11-21,Z27,repair,0,1,1,44.0,none,20,any,ur,0,organic
L02145,2025-11-21,Z04,install,1,0,1,31.0,deadline,20,any,pl,0,paid_search
L02957,2025-11-21,Z28,install,1,1,0,35.0,none,20,F,en,0,paid_search
L01384,2025-11-21,Z04,repair,0,0,1,57.0,emergency,20,F,en,0,paid_search
L01958,2025-11-21,Z20,install,1,1,0,41.0,deadline,30,any,pl,0,organic
L01569,2025-11-21,Z21,repair,1,1,0,36.0,none,30,any,ur,0,organic
L02033,2025-11-21,Z24,install,0,0,1,38.0,none,10,any,tr,0,referral
L01657,2025-11-21,Z11,repair,1,1,1,20.0,emergency,10,F,en,0,paid_search
L00168,2025-11-21,Z18,repair,1,0,0,40.0,none,10,any,tr,0,organic
L02193,2025-11-21,Z17,install,1,1,1,45.0,emergency,10,F,pl,0,paid_search
L02706,2025-11-21,Z13,repair,0,1,0,31.0,deadline,40,F,en,0,paid_search
L02816,2025-11-21,Z23,repair,1,1,0,36.0,none,40,F,tr,0,paid_search
L02269,2025-11-21,Z17,install,0,1,1,42.0,none,20,any,tr,0,paid_search
L00434,2025-11-21,Z24,repair,0,0,0,45.0,none,10,any,ro,0,organic
L00959,2025-11-22,Z21,install,0,1,0,43.0,deadline,20,F,tr,0,paid_search
L02582,2025-11-22,UNKNOWN,install,0,0,1,29.0,none,20,any,ro,0,organic
L02512,2025-11-22,Z03,repair,1,1,1,33.0,none,20,any,en,0,organic
L01206,2025-11-22,Z17,repair,1,1,0,44.0,none,20,F,en,0,paid_search
L02048,2025-11-22,Z03,repair,0,0,1,41.0,none,30,F,en,0,organic
L02330,2025-11-22,Z07,install,0,0,0,30.0,none,20,F,ro,1,referral
L02562,2025-11-22,Z26,install,0,1,0,40.0,none,10,any,tr,0,paid_search
L02133,2025-11-22,Z11,install,0,0,1,33.0,none,20,any,pl,0,paid_search
L00999,2025-11-22,Z13,install,1,1,0,39.0,none,10,any,en,1,paid_search
L00644,2025-11-22,Z08,repair,1,1,1,41.0,deadline,20,any,ro,1,paid_search
L01165,2025-11-22,Z16,install,1,0,0,41.0,none,10,any,en,0,paid_search
L02658,2025-11-22,Z25,install,0,1,1,39.0,none,20,any,ur,0,paid_search
L00721,2025-11-22,Z13,install,1,1,0,45.0,none,10,any,ro,0,organic
L00019,2025-11-22,Z05,repair,1,0,1,38.0,deadline,20,any,en,0,paid_search
L01153,2025-11-22,Z01,repair,0,1,1,53.0,emergency,20,any,en,0,paid_search
L02333,2025-11-22,Z21,repair,1,0,0,30.0,none,10,F,ur,0,paid_search
L00276,2025-11-22,Z21,repair,0,0,1,36.0,deadline,10,any,en,0,paid_search
L00047,2025-11-22,Z24,repair,0,0,1,33.0,emergency,20,any,pl,0,paid_search
L02942,2025-11-23,Z19,install,0,0,1,43.0,none,10,any,ro,0,paid_search
L01031,2025-11-23,Z21,install,1,0,1,45.0,deadline,30,any,en,0,paid_search
L02348,2025-11-23,Z22,install,0,1,0,35.0,none,20,any,ro,0,paid_search
L01842,2025-11-23,Z05,repair,1,1,1,28.0,deadline,10,any,ro,0,paid_search
L00060,2025-11-23,Z15,repair,0,1,1,40.0,deadline,10,any,pl,0,paid_search
L00498,2025-11-23,Z19,install,0,0,0,41.0,deadline,10,any,ur,0,organic
L01067,2025-11-23,Z25,repair,0,1,1,39.0,none,10,any,ur,0,organic
L01603,2025-11-23,Z11,install,0,0,0,44.0,none,10,any,en,0,paid_search
L02105,2025-11-23,Z24,install,0,0,0,40.0,none,20,F,en,0,organic
L02267,2025-11-23,Z09,repair,0,1,1,39.0,none,40,any,ur,0,paid_search
L01926,2025-11-23,UNKNOWN,repair,1,0,0,40.0,deadline,20,any,tr,0,paid_search
L00739,2025-11-23,Z30,repair,0,1,0,41.0,none,30,any,tr,0,referral
L02720,2025-11-23,Z30,repair,1,1,1,46.0,none,20,any,en,0,paid_search
L02088,2025-11-23,Z25,repair,0,1,1,38.0,none,40,any,pl,0,organic
L02773,2025-11-24,Z05,install,1,1,1,47.0,none,10,F,ro,0,organic
L02921,2025-11-24,Z04,install,0,1,0,40.0,none,20,any,ro,0,organic
L01002,2025-11-24,Z21,install,1,0,1,36.0,none,30,F,tr,0,paid_search
L00160,2025-11-24,Z12,install,1,0,0,42.0,none,10,any,ur,0,paid_search
L01462,2025-11-24,Z17,install,0,1,0,35.0,deadline,20,any,en,0,referral
L01386,2025-11-24,Z20,repair,0,0,0,40.0,deadline,10,any,en,0,organic
L02737,2025-11-24,Z18,install,1,1,0,41.0,none,30,F,en,0,paid_search
L00430,2025-11-24,Z16,repair,0,0,0,46.0,none,30,any,tr,0,paid_search
L00215,2025-11-24,Z01,install,0,0,1,36.0,deadline,20,any,pl,1,paid_search
L00130,2025-11-24,Z25,install,0,1,1,40.0,none,20,any,ur,1,referral
L02174,2025-11-24,Z11,install,1,0,1,37.0,deadline,30,any,ro,0,organic
L00601,2025-11-24,Z14,install,0,1,0,29.0,emergency,10,any,ur,0,referral
L00691,2025-11-24,Z20,repair,0,1,1,49.0,deadline,20,any,pl,0,paid_search
L02433,2025-11-24,Z02,repair,1,0,0,39.0,none,40,F,tr,0,paid_search
L00684,2025-11-24,Z13,repair,0,1,1,34.0,none,20,any,tr,0,paid_search
L01203,2025-11-24,Z17,install,0,1,1,41.0,none,10,any,en,0,paid_search
L02665,2025-11-24,Z03,install,1,0,0,40.0,deadline,10,any,pl,0,paid_search
L02459,2025-11-24,Z10,repair,1,1,0,34.0,none,10,F,en,0,paid_search
L00938,2025-11-24,Z20,install,0,1,0,34.0,none,20,any,pl,0,paid_search
L02516,2025-11-24,Z27,install,1,0,0,43.0,none,30,any,en,0,paid_search
L00819,2025-11-24,Z07,repair,0,0,0,40.0,deadline,10,any,ur,0,paid_search
L02093,2025-11-24,UNKNOWN,repair,0,1,1,37.0,emergency,30,any,ro,0,organic
L00474,2025-11-25,Z20,install,0,1,1,36.0,none,30,any,en,0,organic
L01159,2025-11-25,Z08,repair,0,1,1,40.0,none,10,F,tr,0,paid_search
L02869,2025-11-25,Z26,install,0,0,1,34.0,deadline,20,any,tr,0,organic
L01121,2025-11-25,Z07,repair,1,0,0,44.0,none,20,any,en,0,organic
L01553,2025-11-25,Z13,install,0,1,0,41.0,none,20,any,ro,0,paid_search
L01788,2025-11-25,Z28,repair,0,0,0,32.0,deadline,20,any,en,0,paid_search
L01785,2025-11-25,Z04,repair,1,0,1,35.0,deadline,20,any,ro,0,organic
L00527,2025-11-25,Z27,repair,1,1,1,36.0,none,30,any,pl,0,paid_search
L00164,2025-11-25,UNKNOWN,install,0,1,1,46.0,none,30,any,en,0,organic
L02900,2025-11-25,Z09,install,0,1,0,35.0,none,10,any,tr,0,paid_search
L02587,2025-11-25,Z01,repair,0,0,1,37.0,deadline,20,any,pl,0,paid_search
L00255,2025-11-25,Z22,repair,0,1,1,36.0,deadline,20,any,tr,0,referral
L00408,2025-11-25,Z17,repair,0,1,1,35.0,none,10,any,ro,0,referral
L00841,2025-11-25,Z09,repair,1,1,1,45.0,deadline,40,any,en,0,referral
L02312,2025-11-25,Z13,repair,0,1,1,40.0,deadline,30,any,en,1,organic
L02332,2025-11-25,Z20,install,0,1,1,,deadline,10,any,pl,0,referral
L01768,2025-11-25,Z19,install,0,0,0,34.0,none,10,F,en,0,paid_search
L01442,2025-11-25,Z07,repair,0,1,0,48.0,none,20,F,en,0,paid_search
L02508,2025-11-25,Z24,install,0,0,1,,emergency,10,any,en,0,referral
L00963,2025-11-25,Z16,repair,0,1,0,38.0,deadline,20,F,ur,0,referral
L00921,2025-11-25,Z21,repair,1,0,0,49.0,deadline,10,any,en,0,organic
L00968,2025-11-25,Z20,repair,0,1,1,49.0,deadline,20,any,en,0,paid_search
L00564,2025-11-25,Z25,install,1,1,1,32.0,deadline,10,any,pl,0,organic
L02167,2025-11-25,Z16,repair,0,0,1,25.0,emergency,10,any,ro,0,paid_search
L02065,2025-11-25,Z23,repair,0,1,0,33.0,deadline,20,any,en,0,paid_search
L00196,2025-11-25,Z02,install,0,1,0,45.0,deadline,20,any,en,1,referral
L00967,2025-11-25,Z03,install,0,1,0,35.0,none,10,any,ro,0,paid_search
L02005,2025-11-25,Z08,repair,0,1,0,40.0,none,40,any,en,0,paid_search
L02385,2025-11-25,Z27,install,0,1,0,35.0,none,20,F,en,0,organic
L02118,2025-11-25,Z30,repair,0,1,0,49.0,none,30,any,en,0,paid_search
L00904,2025-11-25,Z13,install,1,0,1,28.0,emergency,20,F,en,0,paid_search
L01334,2025-11-25,Z24,install,0,1,1,30.0,none,10,any,ro,0,paid_search
L00903,2025-11-25,Z03,install,1,1,1,36.0,none,30,any,en,0,paid_search
L01022,2025-11-26,Z07,install,0,1,0,40.0,none,20,any,ur,0,paid_search
L01264,2025-11-26,Z21,repair,0,1,1,45.0,deadline,20,any,tr,0,paid_search
L00539,2025-11-26,Z10,install,1,1,1,27.0,emergency,20,any,en,0,referral
L01909,2025-11-26,Z17,repair,1,1,0,38.0,deadline,20,any,en,0,organic
L02135,2025-11-26,Z16,install,0,1,1,42.0,none,20,F,tr,0,paid_search
L02021,2025-11-26,Z27,install,1,1,1,33.0,deadline,20,any,en,0,paid_search
L01868,2025-11-26,Z23,repair,0,1,1,44.0,deadline,10,any,ur,0,paid_search
L00822,2025-11-26,Z26,repair,0,1,1,40.0,emergency,20,any,ro,0,paid_search
L02376,2025-11-26,UNKNOWN,install,0,0,1,41.0,deadline,10,any,ur,0,paid_search
L02489,2025-11-26,Z14,repair,0,1,1,41.0,emergency,20,any,ur,0,paid_search
L02558,2025-11-26,Z02,install,0,0,1,39.0,deadline,20,any,en,0,organic
L01590,2025-11-26,Z10,install,1,1,0,26.0,none,20,any,ur,0,organic
L02000,2025-11-26,Z10,repair,1,1,1,29.0,deadline,20,any,tr,0,organic
L01781,2025-11-26,Z13,repair,1,1,0,37.0,none,40,F,en,0,referral
L01979,2025-11-26,Z27,repair,1,0,0,35.0,deadline,20,any,en,0,paid_search
L00568,2025-11-26,Z27,repair,1,1,0,33.0,deadline,10,any,ur,1,paid_search
L02471,2025-11-26,Z22,repair,1,0,1,29.0,none,20,any,en,0,paid_search
L00199,2025-11-26,Z26,install,1,0,0,44.0,emergency,30,any,ro,0,paid_search
L01577,2025-11-26,Z09,install,0,0,1,41.0,emergency,20,any,tr,0,paid_search
L02760,2025-11-26,Z02,repair,0,0,1,32.0,deadline,20,any,ro,1,paid_search
L01582,2025-11-26,Z07,repair,1,0,0,31.0,none,20,any,en,0,paid_search
L01201,2025-11-26,Z20,repair,1,1,0,37.0,none,10,any,ro,0,paid_search
L00709,2025-11-27,Z20,install,1,1,1,43.0,deadline,20,any,en,0,organic
L02588,2025-11-27,Z21,repair,1,0,1,32.0,emergency,30,any,ur,0,organic
L00400,2025-11-27,Z28,install,1,0,0,39.0,none,20,F,ro,0,paid_search
L00848,2025-11-27,Z03,repair,1,0,1,48.0,deadline,10,any,tr,0,organic
L01102,2025-11-27,Z02,repair,0,0,0,38.0,none,20,any,en,0,organic
L01221,2025-11-27,Z20,install,1,0,0,39.0,emergency,30,F,en,0,paid_search
L01885,2025-11-27,Z06,repair,1,1,0,47.0,none,30,any,tr,0,organic
L01329,2025-11-27,Z18,repair,1,0,1,40.0,deadline,40,any,tr,0,organic
L01309,2025-11-27,Z15,install,0,1,1,36.0,none,10,any,ro,0,paid_search
L01545,2025-11-27,Z17,repair,1,0,1,37.0,deadline,20,any,en,0,referral
L02203,2025-11-27,Z08,install,1,1,1,40.0,deadline,20,any,en,0,paid_search
L02244,2025-11-27,Z27,repair,1,1,0,23.0,deadline,30,any,ur,0,paid_search
L02650,2025-11-27,Z30,repair,0,1,0,33.0,none,30,F,en,0,paid_search
L00340,2025-11-27,Z06,install,0,1,0,35.0,none,20,any,pl,0,referral
L00894,2025-11-27,Z07,repair,1,0,1,40.0,emergency,20,any,en,0,paid_search
L02922,2025-11-27,Z05,repair,0,1,0,50.0,deadline,30,any,en,0,organic
L02566,2025-11-27,Z27,repair,0,0,0,38.0,none,30,F,pl,1,paid_search
L01209,2025-11-27,Z12,install,1,1,0,38.0,deadline,20,any,pl,0,paid_search
L01528,2025-11-27,UNKNOWN,repair,1,0,0,28.0,none,20,any,en,0,paid_search
L01668,2025-11-27,Z01,install,0,1,1,38.0,none,20,F,en,0,paid_search
L02129,2025-11-27,Z18,repair,1,1,0,41.0,none,20,F,ur,0,organic
L02939,2025-11-27,Z21,repair,0,0,1,29.0,deadline,10,any,en,0,paid_search
L02029,2025-11-27,Z23,install,1,1,0,37.0,none,30,any,en,0,organic
L01558,2025-11-27,Z13,install,1,1,1,24.0,deadline,10,any,en,0,paid_search
L00332,2025-11-28,Z13,repair,0,1,0,39.0,none,20,any,tr,0,paid_search
L00700,2025-11-28,Z20,install,1,0,1,41.0,none,20,any,en,0,paid_search
L02221,2025-11-28,Z29,install,0,1,0,41.0,none,10,F,en,0,referral
L01497,2025-11-28,Z19,install,0,0,0,37.0,none,10,any,en,0,paid_search
L02081,2025-11-28,Z29,repair,0,1,1,43.0,none,40,any,en,0,referral
L01766,2025-11-28,Z01,install,0,1,0,29.0,none,20,any,ro,0,paid_search
L00032,2025-11-28,Z13,install,0,1,1,37.0,none,20,any,en,0,referral
L00795,2025-11-28,Z22,install,1,0,1,34.0,none,20,any,en,0,paid_search
L01148,2025-11-28,Z14,install,1,0,1,34.0,deadline,10,any,tr,0,paid_search
L02007,2025-11-28,Z13,install,0,0,0,46.0,none,20,any,en,0,paid_search
L00293,2025-11-28,Z04,repair,1,1,0,38.0,deadline,30,any,ur,0,paid_search
L02347,2025-11-28,Z25,repair,1,1,1,37.0,none,30,any,ro,1,paid_search
