provider_id,home_zone,coverage,job_type,price_per_hour,tier,years_experience,gender,language,weekday_day,weekday_eve,weekend,weekly_lead_capacity,rating,credit_balance,joined_at
P0195,Z26,"Z26,Z27,Z25,Z28,Z22,Z29",both,38.0,apprentice,1,M,tr,1,1,1,1,4.360693025783928,20,2025-06-14
P0196,Z07,"Z07,Z04,Z09,Z08,Z10,Z06,Z02",install,40.0,accredited,12,M,en,1,0,1,5,4.696397070914158,50,2025-02-21
P0197,Z13,"Z13,Z12,Z11,Z14",both,44.0,accredited,21,M,en,1,1,0,2,4.7273856225137285,0,2023-12-07
P0198,Z28,"Z28,Z21,Z29,Z27",repair,37.0,accredited,22,F,ro,0,1,1,4,4.992654388390471,14,2024-10-30
P0199,Z08,"Z08,Z09,Z07,Z10",install,42.0,accredited,12,M,tr,1,1,0,5,4.982296330117894,19,2025-04-10
P0200,Z21,"Z21,Z28,Z22,Z23,Z27",repair,37.0,accredited,14,M,en,1,1,1,2,4.6100871705262065,52,2023-10-15
P0201,Z13,"Z13,Z12,Z11",both,40.0,apprentice,0,F,pl,0,0,0,3,4.395996451676479,46,2025-03-17
P0202,Z01,"Z01,Z02,Z03,Z05,Z18,Z04",both,34.0,accredited,2,F,en,1,0,0,5,4.684522038717832,0,2024-06-07
P0203,Z23,"Z23,Z24,Z22,Z21",install,40.0,accredited,23,M,en,1,1,1,3,4.9038926705932315,41,2025-05-02
P0204,Z13,"Z13,Z12,Z11,Z14,Z03,Z02,Z10",install,43.0,accredited,23,M,tr,1,0,1,5,4.503011224780747,16,2024-07-28
P0205,Z07,"Z07,Z04,Z09,Z08",both,40.0,accredited,9,M,en,1,1,0,1,,51,2024-09-01
P0206,Z21,"Z21,Z28,Z22,Z23,Z27,Z29,Z24",repair,38.0,accredited,9,F,en,1,1,0,5,4.676412797849435,18,2024-03-21
P0207,Z25,"Z25,Z26,Z22,Z27",install,39.0,accredited,6,F,ro,1,1,0,3,4.533120421212497,47,2025-06-13
P0208,Z04,"Z04,Z05,Z06",both,46.0,accredited,21,M,pl,1,1,1,5,3.9598690053936885,4,2024-09-23
P0209,Z26,"Z26,Z27,Z25,Z28,Z22",INSTALL,34.0,apprentice,1,M,pl,1,0,1,3,4.496813800131921,33,2024-06-08
P0210,Z20,"Z20,Z06,Z19,Z04,Z05,Z07,Z17",repair,39.0,accredited,2,M,pl,1,1,1,1,4.896311407621475,24,2024-08-26
P0211,Z28,"Z28,Z21,Z29,Z27",repair,40.0,accredited,12,M,en,1,0,0,2,4.33015841911468,59,2024-08-10
P0212,Z19,"Z19,Z06,Z20,Z17,Z05",repair,41.0,accredited,17,M,en,1,0,1,2,4.129560988646389,37,2024-11-13
P0213,Z02,"Z02,Z01,Z03,Z04,Z05,Z07",both,52.0,accredited,19,M,en,1,1,0,5,4.247885710457396,13,2023-12-15
P0214,Z13,"Z13,Z12,Z11,Z14,Z03,Z02,Z10",repair,42.0,accredited,8,M,en,1,0,1,3,4.847317264469156,7,2023-12-31
P0215,Z28,"Z28,Z21,Z29,Z27,Z22,Z08,Z09",install,39.0,apprentice,1,M,en,1,1,1,4,,13,2024-11-21
P0216,Z24,"Z24,Z23,Z22,Z21,Z28,Z25,Z27",repair,47.0,accredited,24,M,en,1,1,0,1,5.0,58,2024-07-31
P0217,Z30,"Z30,Z29,Z27,Z08",both,34.0,apprentice,1,F,tr,1,1,1,2,4.896913678624755,35,2024-02-29
P0218,Z18,"Z18,Z05,Z17,Z16,Z06,Z01",repair,39.0,apprentice,0,M,ro,1,1,1,2,4.707889236198959,13,2024-02-23
P0219,Z25,"Z25,Z26,Z22,Z27,Z21",install,34.0,accredited,3,M,ur,1,1,1,4,5.0,17,2024-06-04
P0025_dup,Z08,"Z08,Z09,Z07",both,40.0,accredited,13,M,ro,1,1,1,3,4.081566283880415,14,2025-02-24
P0136_dup,Z07,"Z07,Z04,Z09,Z08,Z10",repair,32.0,accredited,12,M,pl,1,0,1,2,4.903518217783309,0,2024-05-08
P0159_dup,Z25,"Z25,Z26,Z22,Z27,Z21",repair,39.0,accredited,13,F,ro,0,1,0,2,4.9194851384650375,53,2024-06-30
P0088_dup,Z17,"Z17,Z18,Z05,Z16",repair,33.0,accredited,3,F,ur,1,0,1,3,4.875640947826848,25,2024-06-16
