feedback_id,created_at,author_type,channel,text,true_theme
F00387,2025-10-21,provider,survey,"Can't update my coverage zones, the save button is greyed out Please sort it out",app_bug
F00388,2026-01-13,customer,support,"Update - Left me waiting at the property in Z17 all morning, no message nothing This was in Z17",provider_no_show
F00389,2026-01-25,customer,survey,"Not happy. Provider bought my lead but never contacted me Regards,",provider_communication
F00390,2026-01-03,provider,survey,FYI The app crashes every time I open the leads tab,app_bug
F00391,2025-09-27,customer,review,"Feedback: Warning light on the boiler the whole time, was told to ignore it This was in Z26",safety_issue
F00392,2025-12-17,customer,support,"Still waiting for someone to call me back, it's been 10 days Otherwise fine",provider_communication
F00393,2026-01-14,provider,survey,"FYI Was promised my money back for the fake enquiry, 11 days later still waiting This was in Z07",credits_refund
F00394,2026-02-14,provider,survey,Update - Paid for the lead apparently but I never heard from anyone email me at tom70@example.com,provider_communication
F00395,2025-09-09,customer,survey,Feedback: Would be nice to actually get a response from the person I was matched with Otherwise fine,provider_communication
F00396,2025-09-07,customer,review,"Not happy. Felt rushed, didn't finish the sealing properly before leaving Not impressed",workmanship_quality
F00397,2025-09-23,customer,review,"FYI Kept coming back for the same fault each week, no real progress at all Otherwise fine email me at fatima89@example.com",workmanship_quality
F00398,2026-01-17,provider,review,Two refunds approved by email but nothing showing in the account Otherwise fine,credits_refund
F00399,2025-09-09,customer,review,"still waiting for someone to call me back, it's been 14 days cheers Sent from my iPhone",provider_communication
F00400,2025-09-12,provider,support,"Login loop on Android, keeps sending me back to the start screen Cheers",app_bug
F00401,2025-12-01,provider,review,Top up went through on my card but the balance didn't change Thanks,credits_refund
F00402,2025-10-28,customer,review,quick one: quoted one price then asked for more once the work started been using the site since december,price_dispute
F00403,2026-02-26,provider,review,Top up went through on my card but the balance didn't change,credits_refund
F00404,2025-09-11,customer,review,"Kept coming back for the same fault each week, no real progress at all This was in Z30",workmanship_quality
F00405,2026-01-10,customer,review,"So Expensive compared to what was advertised, felt misled Not impressed email me at tom95@example.com",price_dispute
F00406,2025-09-01,provider,review,"Feedback: My balance went down by 4 and I didn't buy anything, what happened Been using the site since January I live near Z16 6AB",credits_refund
F00407,2025-12-13,customer,review,"Feedback: Really thorough, explained the whole job clearly and finished ahead of time! Would appreciate a reply",workmanship_quality
F00408,2025-10-07,customer,support,"hi, provider olga didn't turn up for the first visit and never called otherwise fine",provider_no_show
F00409,2025-12-26,customer,review,Left exposed wiring behind the panel and said it would be fine,safety_issue
F00410,2025-11-12,provider,support,"FYI Login loop on Android, keeps sending me back to the start screen Would appreciate a reply",app_bug
F00411,2025-09-09,provider,survey,"So Customer never answered, wasted credits again my number is 07700 900561",lead_quality
F00412,2025-11-01,customer,review,"Update - The ladder he used was visibly damaged, I mentioned it and got shrugged at Thanks",safety_issue
F00413,2025-10-14,customer,support,Provider bought my lead but never contacted me Cheers Sent from my iPhone,provider_communication
F00414,2025-11-16,provider,review,Customers keep saying they already found someone by the time I call Cheers email me at marek83@example.com,lead_quality
F00415,2026-01-11,provider,review,"Update - Login loop on Android, keeps sending me back to the start screen",app_bug
F00416,2025-12-25,customer,support,"fyi filled in my details twice and heard nothing, is this site even active otherwise fine",provider_communication
F00417,2025-11-10,provider,review,Feedback: Third enquiry this week where the person says they never filled anything in Been using the site since January,lead_quality
F00418,2026-01-10,customer,support,Rates changed after the first day of work without warning Please sort it out Sent from my iPhone,price_dispute
F00419,2025-11-29,customer,review,"Felt rushed, didn't finish the sealing properly before leaving",workmanship_quality
F00420,2025-12-27,provider,survey,"Update - Explains things in a way that actually makes sense, worth every penny",workmanship_quality
F00421,2026-02-12,provider,review,"FYI Charged for a lead I never accepted, please refund",credits_refund
F00422,2026-02-04,provider,support,"Just to say Great tradesperson, tidy and methodical, highly recommend Not impressed Sent from my iPhone",workmanship_quality
F00423,2025-09-13,provider,support,"Getting enquiries from people who want work in three months, not now Second time this has happened",lead_quality
F00424,2026-02-03,customer,support,not happy. nice enough but i didn't feel much had been done after ten hours this was in z10 -- This message was sent via the marketplace app,workmanship_quality
F00425,2025-12-18,customer,support,"So Snapped at me when I asked a question, made the whole thing uncomfortable Otherwise fine",workmanship_quality
F00426,2025-12-28,provider,review,"fyi lead was from z13 which i don't even cover, why was it sent to me otherwise fine",lead_quality
F00427,2025-12-29,customer,support,"honestly, still waiting for someone to call me back, it's been 4 days please sort it out my number is 07700 900239",provider_communication
F00428,2025-10-01,customer,review,Just to say Nice enough but I didn't feel much had been done after ten hours,workmanship_quality
F00429,2026-01-06,customer,survey,"not happy. great tradesperson, tidy and methodical, highly recommend this was in z11 Sent from my iPhone",workmanship_quality
F00430,2025-11-17,provider,review,FYI Paid for a lead and the customer's number was disconnected Not impressed,lead_quality
F00431,2025-10-19,customer,review,"Update - Explains things in a way that actually makes sense, worth every penny Not impressed",workmanship_quality
F00432,2026-01-16,customer,support,"Quick one: Cancelled on me twice last minute, really unreliable",provider_no_show
F00433,2025-09-16,provider,review,Update - Paid for a lead and the customer's number was disconnected Second time this has happened,lead_quality
F00434,2025-09-09,provider,survey,"Not happy. Same customer sent to me twice, charged twice Otherwise fine email me at marek85@example.com",lead_quality
F00435,2025-11-11,provider,survey,"Quick one: Filled in my details twice and heard nothing, is this site even active Cheers",provider_communication
F00436,2025-09-03,provider,review,"Honestly, Login loop on Android, keeps sending me back to the start screen",app_bug
F00437,2025-09-29,customer,review,"Hi, Spent most of the visit on his phone, barely explained anything Sent from my iPhone",workmanship_quality
F00438,2025-12-17,customer,review,"Hi, Asked for cash up front for the full job then said the rate had gone up",price_dispute
F00439,2025-10-29,customer,survey,"Feedback: Felt rushed, didn't finish the sealing properly before leaving Thanks",workmanship_quality
F00440,2025-10-24,provider,review,fyi map view is blank on my phone since the last update,app_bug
F00441,2025-09-19,provider,support,"Honestly, Map view is blank on my phone since the last update Please sort it out Regards,",app_bug
F00442,2025-09-21,customer,support,"So Booked a morning slot, waited 40 minutes, nobody came. No explanation Thanks",provider_no_show
F00443,2025-12-08,customer,survey,"So Was told £35 an hour, invoice came in at £48, no explanation Please sort it out",price_dispute
F00444,2026-03-01,provider,support,"Was promised my money back for the fake enquiry, 14 days later still waiting Been using the site since November",credits_refund
F00445,2026-02-13,provider,support,so nobody got in touch after i filled in the form cheers -- This message was sent via the marketplace app,provider_communication
F00446,2025-12-11,provider,support,"same customer sent to me twice, charged twice",lead_quality
F00447,2025-11-17,provider,survey,good,noise
F00448,2025-10-09,provider,support,"Hi, Map view is blank on my phone since the last update Been using the site since November I live near Z04 1FE",app_bug
F00449,2025-12-15,customer,review,"feedback: spent most of the visit on his phone, barely explained anything would appreciate a reply",workmanship_quality
F00450,2025-11-26,customer,support,Nice enough but I didn't feel much had been done after ten hours This was in Z27 Sent from my iPhone,workmanship_quality
F00451,2025-11-07,customer,support,Feedback: Price on the profile said £36 but he charged £46 per hour Second time this has happened,price_dispute
F00452,2025-12-09,provider,review,"Just to say Same customer sent to me twice, charged twice Otherwise fine",lead_quality
F00453,2026-01-13,customer,review,"Update - Spent most of the visit on his phone, barely explained anything Would appreciate a reply my number is 07700 900118 -- This message was sent via the marketplace app",workmanship_quality
F00454,2025-10-11,customer,review,just to say nice enough but i didn't feel much had been done after ten hours second time this has happened,workmanship_quality
F00455,2026-01-23,provider,survey,"Not happy. My balance went down by 6 and I didn't buy anything, what happened Cheers Regards,",credits_refund
F00456,2025-11-09,provider,support,"hi, bought 9 leads this month and only one picked up the phone would appreciate a reply",lead_quality
F00457,2026-01-27,provider,support,"the refund button does nothing, credits just disappeared been using the site since september Sent from my iPhone",credits_refund
F00458,2026-02-20,provider,review,"just to say still waiting for someone to call me back, it's been 7 days not impressed",provider_communication
F00459,2025-11-20,customer,support,"Hidden fees for materials and disposal, not mentioned before my number is 07700 900354",price_dispute
F00460,2025-09-16,customer,support,rates changed after the first day of work without warning,price_dispute
F00461,2026-02-20,provider,support,"Just to say Was promised my money back for the fake enquiry, 8 days later still waiting -- This message was sent via the marketplace app",credits_refund
F00462,2025-09-02,customer,support,"Every visit had a clear plan and a recap at the end, finished in 4 days Please sort it out",workmanship_quality
F00463,2026-02-21,provider,support,Just to say Top up went through on my card but the balance didn't change Please sort it out,credits_refund
F00464,2026-01-19,customer,review,"Hi, Turned up 25 minutes into a one hour slot and still charged the full hour Been using the site since December",provider_no_show
F00465,2026-01-14,customer,support,"Quick one: Really thorough, explained the whole job clearly and finished ahead of time! Otherwise fine my number is 07700 900681 -- This message was sent via the marketplace app",workmanship_quality
F00466,2025-11-24,provider,review,"FYI Lead was from Z10 which I don't even cover, why was it sent to me Thanks -- This message was sent via the marketplace app",lead_quality
F00467,2026-02-06,customer,review,Not happy. The multi-day discount on the profile turned out not to exist Not impressed,price_dispute
F00468,2026-02-15,provider,review,"So Charged for a lead I never accepted, please refund Second time this has happened",credits_refund
F00469,2026-02-12,provider,review,"honestly, turned up 25 minutes into a one hour slot and still charged the full hour second time this has happened I live near Z26 2EB",provider_no_show
F00470,2025-11-20,customer,review,"Sent three messages, no reply for a week Been using the site since September",provider_communication
F00471,2025-10-22,customer,review,"Honestly, Every visit had a clear plan and a recap at the end, finished in 8 days Thanks",workmanship_quality
F00472,2025-12-10,customer,survey,"Just to say Felt rushed, didn't finish the sealing properly before leaving Second time this has happened",workmanship_quality
F00473,2025-09-26,provider,review,The availability calendar doesn't keep my changes after I close it This was in Z03,app_bug
F00474,2026-02-23,customer,review,"Lovely clean job, everything tested and certified before he left Please sort it out",safety_issue
F00475,2026-01-24,provider,support,Update - Top up went through on my card but the balance didn't change Not impressed,credits_refund
F00476,2025-12-24,customer,survey,"filled in my details twice and heard nothing, is this site even active not impressed",provider_communication
F00477,2025-11-10,customer,review,Feedback: He simply didn't show up on Saturday and went quiet afterwards Please sort it out,provider_no_show
F00478,2026-02-27,customer,review,price on the profile said £30 but he charged £46 per hour second time this has happened,price_dispute
F00479,2025-12-14,customer,review,"Hi, Rates changed after the first day of work without warning Cheers Regards,",price_dispute
F00480,2025-12-21,customer,review,"Hi, Great tradesperson, tidy and methodical, highly recommend Second time this has happened I live near Z10 4EC",workmanship_quality
F00481,2025-10-08,provider,review,"Honestly, Credits not refunded after the customer cancelled, support not replying Been using the site since September Regards,",credits_refund
F00482,2025-09-12,provider,survey,update - uploaded a new profile photo and it shows sideways not impressed,app_bug
F00483,2025-10-02,provider,support,"Not happy. The refund button does nothing, credits just disappeared Please sort it out",credits_refund
F00484,2025-10-03,provider,survey,update - bought 13 leads this month and only one picked up the phone cheers,lead_quality
F00485,2026-02-18,customer,support,"update - warning light on the boiler the whole time, was told to ignore it",safety_issue
F00486,2025-12-15,customer,review,"Not happy. Really thorough, explained the whole job clearly and finished ahead of time! -- This message was sent via the marketplace app",workmanship_quality
F00487,2025-09-30,customer,survey,"hi, quoted one price then asked for more once the work started",price_dispute
F00488,2026-02-15,provider,review,"honestly, login loop on android, keeps sending me back to the start screen this was in z12",app_bug
F00489,2026-02-05,provider,review,"quick one: customer never answered, wasted credits again thanks",lead_quality
F00490,2025-09-20,provider,survey,"feedback: same customer sent to me twice, charged twice been using the site since january my number is 07700 900014",lead_quality
F00491,2025-10-26,provider,support,"Customer never answered, wasted credits again Cheers my number is 07700 900025",lead_quality
F00492,2025-12-05,provider,review,Update - The app crashes every time I open the leads tab my number is 07700 900619,app_bug
F00493,2026-02-26,customer,support,"honestly, hidden fees for materials and disposal, not mentioned before Sent from my iPhone",price_dispute
F00494,2026-01-02,customer,survey,Feedback: Would be nice to actually get a response from the person I was matched with Second time this has happened,provider_communication
F00495,2025-11-10,customer,review,Just to say Provider Priya didn't turn up for the first visit and never called,provider_no_show
F00496,2025-09-21,customer,survey,"So Was late again by half an hour, third time this month Been using the site since September",provider_no_show
F00497,2025-12-27,customer,support,"So Spent most of the visit on his phone, barely explained anything Been using the site since September",workmanship_quality
F00498,2025-10-14,provider,review,"hi, the ladder he used was visibly damaged, i mentioned it and got shrugged at thanks",safety_issue
F00499,2025-11-12,customer,review,"Great tradesperson, tidy and methodical, highly recommend Thanks",workmanship_quality
F00500,2025-09-14,customer,review,"fyi left me waiting at the property in z18 all morning, no message nothing Regards,",provider_no_show
F00501,2025-11-23,provider,survey,"So Can't update my coverage zones, the save button is greyed out",app_bug
F00502,2025-12-16,customer,support,"Update - Really thorough, explained the whole job clearly and finished ahead of time! Please sort it out",workmanship_quality
F00503,2025-09-12,customer,review,"Not happy. Sent three messages, no reply for a week Please sort it out",provider_communication
F00504,2025-10-15,provider,review,so map view is blank on my phone since the last update thanks Sent from my iPhone,app_bug
F00505,2026-02-20,customer,survey,"Update - Left me waiting at the property in Z10 all morning, no message nothing",provider_no_show
F00506,2025-10-01,customer,survey,he simply didn't show up on saturday and went quiet afterwards been using the site since january,provider_no_show
F00507,2025-12-10,customer,support,"Honestly, Was late again by half an hour, third time this month",provider_no_show
F00508,2025-11-06,provider,review,"Not happy. Getting enquiries from people who want work in three months, not now Please sort it out my number is 07700 900392",lead_quality
F00509,2025-10-26,customer,support,"Honestly, Really thorough, explained the whole job clearly and finished ahead of time! Thanks my number is 07700 900694 -- This message was sent via the marketplace app",workmanship_quality
F00510,2025-11-19,customer,support,Not happy. Rates changed after the first day of work without warning This was in Z26,price_dispute
F00511,2025-12-18,customer,review,"Quick one: Kept coming back for the same fault each week, no real progress at all Been using the site since October my number is 07700 900538",workmanship_quality
F00512,2026-03-01,provider,review,"Quick one: Customer never answered, wasted credits again Cheers",lead_quality
F00513,2026-02-08,provider,survey,"lead was from z30 which i don't even cover, why was it sent to me this was in z30 my number is 07700 900216",lead_quality
F00514,2025-09-11,customer,support,"Filled in my details twice and heard nothing, is this site even active Thanks",provider_communication
F00515,2025-10-22,provider,support,"my balance went down by 4 and i didn't buy anything, what happened second time this has happened",credits_refund
F00516,2025-10-28,provider,review,"update - same customer sent to me twice, charged twice",lead_quality
F00517,2026-02-08,customer,review,"FYI Hidden fees for materials and disposal, not mentioned before Been using the site since January",price_dispute
F00518,2025-10-17,customer,review,"feedback: two appointments in a row moved at the last minute, i've lost a week been using the site since december",provider_no_show
F00519,2025-09-17,provider,review,Customers keep saying they already found someone by the time I call Cheers,lead_quality
F00520,2025-09-21,provider,review,"Not happy. Requested a refund for a dead lead 2 weeks ago, still nothing",credits_refund
F00521,2026-01-28,provider,review,Quick one: Two refunds approved by email but nothing showing in the account Sent from my iPhone,credits_refund
F00522,2026-02-28,provider,review,"FYI The app crashes every time I open the leads tab Thanks Regards,",app_bug
F00523,2025-11-05,customer,review,"fyi was late again by half an hour, third time this month would appreciate a reply",provider_no_show
F00524,2025-09-15,provider,support,"Update - Can't update my coverage zones, the save button is greyed out Not impressed",app_bug
F00525,2025-11-07,customer,review,"so two appointments in a row moved at the last minute, i've lost a week",provider_no_show
F00526,2025-10-27,provider,review,fyi the availability calendar doesn't keep my changes after i close it my number is 07700 900305,app_bug
F00527,2025-10-23,customer,support,"honestly, quoted one price then asked for more once the work started my number is 07700 900066",price_dispute
F00528,2026-01-21,customer,review,"just to say left me waiting at the property in z12 all morning, no message nothing email me at tom76@example.com",provider_no_show
F00529,2026-02-06,provider,support,"fyi got one text and then silence, no idea if i have a tradesperson or not would appreciate a reply email me at marek91@example.com",provider_communication
F00530,2026-02-19,provider,support,"fyi two appointments in a row moved at the last minute, i've lost a week thanks",provider_no_show
F00531,2025-12-23,customer,support,"FYI Sent three messages, no reply for a week Otherwise fine",provider_communication
F00532,2025-09-24,customer,review,"Every visit had a clear plan and a recap at the end, finished in 8 days Would appreciate a reply",workmanship_quality
F00533,2025-10-05,customer,review,,workmanship_quality
F00534,2025-10-31,provider,support,Bought 14 leads this month and only one picked up the phone,lead_quality
F00535,2025-11-03,provider,support,"Just to say Can't update my coverage zones, the save button is greyed out Cheers",app_bug
F00536,2025-10-11,provider,support,"Feedback: The customer was actually two counties away, the address must have been typed wrong Would appreciate a reply",lead_quality
F00537,2025-12-20,customer,support,"provider bought my lead but never contacted me second time this has happened Regards,",provider_communication
F00538,2026-01-08,customer,review,"So Left me waiting at the property in Z08 all morning, no message nothing",provider_no_show
F00539,2025-10-17,provider,support,"Was promised my money back for the fake enquiry, 4 days later still waiting Been using the site since October",credits_refund
F00540,2025-11-21,provider,survey,Feedback: Notifications arrive hours late so I miss leads Thanks my number is 07700 900359,app_bug
F00541,2026-02-07,provider,support,Just to say Top up went through on my card but the balance didn't change Not impressed I live near Z10 1BE,credits_refund
F00542,2025-10-17,customer,survey,"Honestly, Explains things in a way that actually makes sense, worth every penny",workmanship_quality
F00543,2025-09-11,customer,review,Paid for the lead apparently but I never heard from anyone Please sort it out,provider_communication
F00544,2026-02-04,provider,review,Feedback: Paid for a lead and the customer's number was disconnected Thanks,lead_quality
F00545,2026-02-01,provider,review,"Update - Requested a refund for a dead lead 2 weeks ago, still nothing This was in Z18",credits_refund
F00546,2025-09-18,customer,survey,"Expensive compared to what was advertised, felt misled",price_dispute
F00547,2025-10-24,customer,support,"Honestly, Left me waiting at the property in Z06 all morning, no message nothing Cheers",provider_no_show
F00548,2026-02-28,customer,review,"FYI Booked a morning slot, waited 40 minutes, nobody came. No explanation",provider_no_show
F00549,2025-12-25,provider,support,"just to say customer never answered, wasted credits again otherwise fine",lead_quality
F00550,2025-09-11,customer,review,Not happy. Turned up 25 minutes into a one hour slot and still charged the full hour,provider_no_show
F00551,2025-10-09,customer,survey,"Hi, Explains things in a way that actually makes sense, worth every penny I live near Z12 1AE",workmanship_quality
F00552,2025-11-24,provider,review,fyi two refunds approved by email but nothing showing in the account would appreciate a reply,credits_refund
F00553,2026-02-07,customer,review,"Hi, Rates changed after the first day of work without warning Regards,",price_dispute
F00554,2025-11-08,provider,support,"Just to say Someone wanting an installation sent to me, I only do repairs, that's on you Not impressed",lead_quality
F00555,2025-10-11,customer,survey,"hi, explains things in a way that actually makes sense, worth every penny second time this has happened",workmanship_quality
F00556,2026-02-16,customer,review,Paid for the lead apparently but I never heard from anyone Would appreciate a reply Sent from my iPhone,provider_communication
F00557,2025-11-18,customer,support,"Spent most of the visit on his phone, barely explained anything",workmanship_quality
F00558,2025-11-25,customer,review,"feedback: snapped at me when i asked a question, made the whole thing uncomfortable please sort it out Regards,",workmanship_quality
F00559,2025-11-11,provider,support,So Left exposed wiring behind the panel and said it would be fine,safety_issue
F00560,2025-09-07,customer,survey,"fyi lovely clean job, everything tested and certified before he left not impressed",safety_issue
F00561,2025-10-16,provider,survey,"So Login loop on Android, keeps sending me back to the start screen",app_bug
F00562,2025-11-02,provider,review,"Feedback: Customer never answered, wasted credits again",lead_quality
F00563,2025-11-23,provider,review,So Notifications arrive hours late so I miss leads Not impressed,app_bug
F00564,2026-01-14,customer,support,"FYI Hidden fees for materials and disposal, not mentioned before This was in Z29",price_dispute
F00565,2026-01-30,provider,survey,FYI Bought 4 leads this month and only one picked up the phone Otherwise fine,lead_quality
F00566,2025-12-03,provider,review,"Honestly, Customer never answered, wasted credits again Thanks",lead_quality
F00567,2026-02-19,customer,review,"Spent most of the visit on his phone, barely explained anything Second time this has happened",workmanship_quality
F00568,2025-12-15,customer,support,"Quick one: The ladder he used was visibly damaged, I mentioned it and got shrugged at This was in Z02",safety_issue
F00569,2025-10-16,customer,support,"Feedback: Filled in my details twice and heard nothing, is this site even active Second time this has happened",provider_communication
F00570,2025-11-07,provider,review,"can't update my coverage zones, the save button is greyed out email me at marek10@example.com",app_bug
F00571,2025-10-13,customer,support,"quick one: great tradesperson, tidy and methodical, highly recommend",workmanship_quality
F00572,2025-12-14,provider,support,"was promised my money back for the fake enquiry, 8 days later still waiting",credits_refund
F00573,2026-03-01,customer,survey,"honestly, felt rushed, didn't finish the sealing properly before leaving not impressed",workmanship_quality
F00574,2025-09-05,customer,survey,"Snapped at me when I asked a question, made the whole thing uncomfortable I live near Z19 5FF",workmanship_quality
F00575,2025-11-21,customer,survey,"Honestly, The multi-day discount on the profile turned out not to exist Second time this has happened",price_dispute
F00576,2025-11-05,provider,review,"Quick one: Charged for a lead I never accepted, please refund Thanks Sent from my iPhone",credits_refund
F00577,2025-09-27,customer,support,Feedback: Price on the profile said £31 but he charged £45 per hour Been using the site since December,price_dispute
F00578,2025-11-28,customer,support,"Feedback: Felt rushed, didn't finish the sealing properly before leaving",workmanship_quality
F00579,2025-11-06,provider,support,"Update - Someone wanting an installation sent to me, I only do repairs, that's on you Would appreciate a reply",lead_quality
F00580,2025-11-22,provider,survey,Paid for a lead and the customer's number was disconnected Not impressed I live near Z19 8FF -- This message was sent via the marketplace app,lead_quality
F00581,2025-11-11,provider,review,"Update - Requested a refund for a dead lead 2 weeks ago, still nothing Thanks my number is 07700 900807",credits_refund
F00582,2025-12-08,customer,survey,"FYI Kept coming back for the same fault each week, no real progress at all Please sort it out",workmanship_quality
F00583,2026-02-07,provider,review,"quick one: was promised my money back for the fake enquiry, 4 days later still waiting please sort it out -- This message was sent via the marketplace app",credits_refund
F00584,2025-10-28,customer,survey,"feedback: really thorough, explained the whole job clearly and finished ahead of time! please sort it out",workmanship_quality
F00585,2025-10-07,customer,review,FYI The multi-day discount on the profile turned out not to exist Would appreciate a reply my number is 07700 900934,price_dispute
F00586,2025-09-15,provider,support,"Hi, The availability calendar doesn't keep my changes after I close it Been using the site since October email me at marek17@example.com",app_bug
F00587,2026-02-10,provider,support,"so requested a refund for a dead lead 2 weeks ago, still nothing",credits_refund
F00588,2025-09-24,provider,survey,"hi, customers keep saying they already found someone by the time i call been using the site since january",lead_quality
F00589,2025-11-11,customer,review,"just to say expensive compared to what was advertised, felt misled cheers",price_dispute
F00590,2026-01-18,provider,support,"so getting enquiries from people who want work in three months, not now been using the site since september",lead_quality
F00591,2025-12-15,customer,support,"Really thorough, explained the whole job clearly and finished ahead of time!",workmanship_quality
F00592,2025-11-03,customer,support,"hi, got one text and then silence, no idea if i have a tradesperson or not otherwise fine",provider_communication
F00593,2025-10-19,customer,review,"Cancelled on me twice last minute, really unreliable Otherwise fine",provider_no_show
F00594,2025-11-01,customer,survey,"FYI Spent most of the visit on his phone, barely explained anything This was in Z12",workmanship_quality
F00595,2026-02-23,customer,review,"got one text and then silence, no idea if i have a tradesperson or not please sort it out email me at tom5@example.com",provider_communication
F00596,2025-09-24,provider,survey,Not happy. The availability calendar doesn't keep my changes after I close it Please sort it out Sent from my iPhone,app_bug
F00597,2025-11-12,customer,survey,"Quick one: Great tradesperson, tidy and methodical, highly recommend",workmanship_quality
F00598,2025-10-16,customer,review,"hi, nice enough but i didn't feel much had been done after ten hours Regards,",workmanship_quality
F00599,2025-09-07,provider,review,"Hi, The app crashes every time I open the leads tab Second time this has happened Sent from my iPhone",app_bug
F00600,2026-01-05,provider,support,"not happy. getting enquiries from people who want work in three months, not now",lead_quality
F00601,2025-09-16,customer,review,"Hi, The multi-day discount on the profile turned out not to exist Cheers",price_dispute
F00602,2025-10-07,provider,support,"feedback: customer never answered, wasted credits again thanks",lead_quality
F00603,2025-12-13,provider,review,"Feedback: Lead was from Z02 which I don't even cover, why was it sent to me",lead_quality
F00604,2026-01-26,customer,support,"just to say he simply didn't show up on saturday and went quiet afterwards not impressed Regards,",provider_no_show
F00605,2026-02-05,provider,support,"credits not refunded after the customer cancelled, support not replying please sort it out",credits_refund
F00606,2025-09-11,provider,support,"quick one: cancelled on me twice last minute, really unreliable not impressed Sent from my iPhone",provider_no_show
F00607,2025-10-13,provider,support,"So Charged for a lead I never accepted, please refund Would appreciate a reply",credits_refund
F00608,2025-11-17,customer,review,Asked for cash up front for the full job then said the rate had gone up Been using the site since October email me at marek86@example.com -- This message was sent via the marketplace app,price_dispute
F00609,2026-02-10,provider,survey,quick one: bought 13 leads this month and only one picked up the phone,lead_quality
F00610,2025-10-14,customer,support,"Not happy. Still waiting for someone to call me back, it's been 9 days Been using the site since January my number is 07700 900783",provider_communication
F00611,2026-01-06,customer,support,"spent most of the visit on his phone, barely explained anything",workmanship_quality
F00612,2025-12-14,provider,review,"FYI Was promised my money back for the fake enquiry, 10 days later still waiting Second time this has happened I live near Z10 3CF",credits_refund
F00613,2026-02-24,provider,support,"Hi, Same customer sent to me twice, charged twice Thanks",lead_quality
F00614,2026-02-01,provider,review,"Not happy. Requested a refund for a dead lead 2 weeks ago, still nothing Second time this has happened",credits_refund
F00615,2025-12-22,provider,support,"Just to say Getting enquiries from people who want work in three months, not now Not impressed",lead_quality
F00616,2025-11-11,provider,support,"can't update my coverage zones, the save button is greyed out email me at fatima24@example.com",app_bug
F00617,2025-11-03,provider,support,map view is blank on my phone since the last update,app_bug
F00618,2025-12-11,customer,survey,"Not happy. Brilliant at talking me through the options, I was dreading this and it was painless Cheers",workmanship_quality
F00619,2025-11-08,provider,support,"Not happy. The app crashes every time I open the leads tab Regards,",app_bug
F00620,2026-02-13,customer,review,"FYI Explains things in a way that actually makes sense, worth every penny Not impressed",workmanship_quality
F00621,2025-12-26,provider,support,The availability calendar doesn't keep my changes after I close it Would appreciate a reply,app_bug
F00622,2026-01-01,customer,support,"hi, provider bought my lead but never contacted me please sort it out",provider_communication
F00623,2026-02-08,provider,survey,Just to say Two refunds approved by email but nothing showing in the account Thanks,credits_refund
F00624,2025-09-28,provider,survey,Feedback: The availability calendar doesn't keep my changes after I close it Cheers my number is 07700 900565,app_bug
F00625,2025-09-04,customer,review,"honestly, nobody got in touch after i filled in the form Regards,",provider_communication
F00626,2025-12-19,customer,review,"Just to say Still waiting for someone to call me back, it's been 6 days Cheers",provider_communication
F00627,2026-01-02,customer,support,"not happy. felt rushed, didn't finish the sealing properly before leaving thanks",workmanship_quality
F00628,2025-09-30,customer,support,"Feedback: Really thorough, explained the whole job clearly and finished ahead of time! Second time this has happened",workmanship_quality
F00629,2026-02-23,provider,support,"Quick one: My balance went down by 14 and I didn't buy anything, what happened -- This message was sent via the marketplace app",credits_refund
F00630,2025-11-07,provider,survey,"Hi, Was promised my money back for the fake enquiry, 9 days later still waiting This was in Z28",credits_refund
F00631,2025-09-06,customer,review,,workmanship_quality
F00632,2025-10-05,provider,support,"Login loop on Android, keeps sending me back to the start screen Second time this has happened",app_bug
F00633,2025-09-05,provider,survey,Customers keep saying they already found someone by the time I call Otherwise fine,lead_quality
F00634,2025-11-15,provider,support,"no dust sheets, no mask, debris left all over a room with a baby in it please sort it out my number is 07700 900243",safety_issue
F00635,2026-01-23,customer,survey,"fyi kept coming back for the same fault each week, no real progress at all not impressed I live near Z14 2CF",workmanship_quality
F00636,2025-12-13,customer,survey,not happy. price on the profile said £30 but he charged £43 per hour my number is 07700 900942,price_dispute
F00637,2026-02-07,provider,review,"fyi credits not refunded after the customer cancelled, support not replying second time this has happened Regards,",credits_refund
F00638,2025-12-19,provider,review,"Honestly, Notifications arrive hours late so I miss leads Otherwise fine",app_bug
F00639,2025-10-07,customer,survey,"just to say booked a morning slot, waited 40 minutes, nobody came. no explanation please sort it out -- This message was sent via the marketplace app",provider_no_show
F00640,2026-01-15,provider,survey,"Hi, Getting enquiries from people who want work in three months, not now Not impressed",lead_quality
F00641,2026-01-12,customer,support,"So Left me waiting at the property in Z17 all morning, no message nothing Been using the site since November Regards,",provider_no_show
F00642,2025-11-21,customer,support,So Left exposed wiring behind the panel and said it would be fine Not impressed,safety_issue
F00643,2025-12-08,customer,review,"Not happy. Explains things in a way that actually makes sense, worth every penny Second time this has happened",workmanship_quality
F00644,2025-11-26,provider,review,Not happy. The availability calendar doesn't keep my changes after I close it Would appreciate a reply,app_bug
F00645,2025-09-08,customer,support,"not happy. spent most of the visit on his phone, barely explained anything thanks",workmanship_quality
F00646,2026-01-06,provider,review,"Honestly, Booked a morning slot, waited 40 minutes, nobody came. No explanation Thanks",provider_no_show
F00647,2025-09-04,customer,support,Would be nice to actually get a response from the person I was matched with Otherwise fine,provider_communication
